ortholog	carb	flav	macro
o308	Matched_to_other_by_FastOrtho	TR33592-c0_g5_i1	TR36975-c2_g1_i5
o309	TR34210-c1_g3_i1	TR43668-c0_g1_i1	TR15994-c4_g3_i1
o310	TR10378-c0_g1_i1	TR31445-c0_g1_i1	TR16008-c0_g1_i1
o311	TR21635-c0_g1_i1	TR17798-c0_g2_i1	TR16014-c1_g1_i1
o312	TR52276-c1_g4_i2	TR10046-c1_g1_i1	TR16014-c1_g4_i6
o313	TR23842-c0_g2_i1	TR16059-c0_g1_i1	Matched_to_other_by_FastOrtho
o314	TR42929-c0_g1_i1	TR25306-c0_g3_i1	Matched_to_other_by_FastOrtho
o315	TR49582-c1_g3_i4	TR38088-c0_g2_i1	Matched_to_other_by_FastOrtho
o316	TR61300-c0_g1_i3	TR2428-c0_g5_i1	TR16016-c0_g4_i2
o317	TR61300-c0_g3_i2	TR2428-c0_g6_i1	TR16016-c0_g6_i1
o318	TR27102-c0_g1_i1	TR6744-c0_g1_i1	TR45603-c0_g1_i1
o319	TR52767-c5_g10_i1	TR46093-c1_g1_i1	TR4560-c1_g3_i1
o320	TR43800-c1_g3_i1	Matched_to_other_by_FastOrtho	TR40211-c0_g1_i2
o321	TR28700-c1_g2_i2	TR17587-c0_g1_i1	TR9317-c0_g4_i1
o322	Matched_to_other_by_FastOrtho	TR23048-c0_g1_i1	TR39464-c0_g1_i4
o323	TR26541-c1_g1_i2	TR5763-c0_g1_i1	TR21549-c1_g2_i1
o324	TR61342-c1_g5_i1	TR18894-c0_g4_i4	TR21578-c0_g9_i1
o325	TR13460-c0_g1_i1	TR1638-c0_g2_i1	Matched_to_other_by_FastOrtho
o326	Matched_to_other_by_FastOrtho	TR23032-c0_g1_i2	TR21500-c0_g1_i1
o327	TR7575-c2_g4_i1	TR29882-c0_g2_i1	TR21510-c1_g1_i2
o328	TR17875-c0_g1_i1	TR6645-c0_g1_i1	TR21539-c2_g1_i1
o329	TR38911-c0_g4_i1	TR15399-c1_g1_i3	TR21467-c2_g1_i2
o330	TR50731-c0_g1_i1	TR46671-c0_g1_i1	TR2147-c0_g1_i1
o331	TR27318-c0_g6_i1	TR40809-c0_g1_i1	TR21475-c0_g1_i2
o332	TR31743-c2_g1_i1	TR47068-c0_g3_i2	TR21483-c3_g5_i2
o333	TR38986-c0_g2_i1	TR40960-c1_g1_i1	TR46565-c2_g2_i1
o334	TR8122-c0_g4_i3	TR17017-c0_g1_i1	TR45575-c1_g2_i1
o335	TR43335-c0_g1_i2	TR13683-c0_g5_i2	TR45532-c0_g3_i1
o336	TR53104-c0_g2_i1	TR591-c0_g1_i2	TR47531-c0_g1_i1
o337	TR17126-c0_g1_i1	TR19054-c1_g2_i1	TR4558-c0_g1_i1
o338	TR8122-c0_g3_i1	TR17017-c1_g1_i1	TR45575-c1_g7_i1
o339	TR1167-c1_g14_i2	TR28369-c0_g4_i1	TR45593-c0_g1_i1
o340	TR57318-c0_g1_i3	TR12165-c4_g1_i5	Matched_to_other_by_FastOrtho
o341	TR16674-c0_g1_i1	TR4918-c1_g3_i1	TR45592-c0_g8_i2
o342	TR38257-c0_g1_i1	TR35316-c0_g2_i1	TR7507-c1_g1_i1
o343	TR42901-c2_g6_i3	TR37851-c4_g2_i1	TR40191-c2_g3_i1
o344	TR20585-c0_g1_i1	TR9270-c0_g1_i1	TR40173-c0_g1_i1
o345	TR42510-c0_g7_i1	TR12227-c0_g1_i2	TR7363-c0_g7_i1
o346	TR668-c0_g4_i1	TR13141-c0_g2_i3	TR8837-c0_g1_i3
o347	TR52522-c5_g1_i3	TR8829-c0_g2_i1	Matched_to_other_by_FastOrtho
o348	Matched_to_other_by_FastOrtho	TR25615-c1_g2_i1	TR24057-c0_g2_i1
o349	TR26425-c0_g2_i1	TR21283-c0_g1_i1	TR2397-c0_g1_i1
o350	TR132-c0_g1_i1	Matched_to_other_by_FastOrtho	TR2395-c0_g2_i1
o351	TR21612-c5_g5_i1	TR15260-c2_g1_i2	TR23950-c1_g4_i1
o352	TR18429-c0_g3_i1	TR3115-c0_g1_i2	TR240-c1_g1_i1
o353	TR25844-c1_g7_i2	TR27541-c0_g8_i4	TR24007-c4_g9_i1
o354	TR6786-c2_g1_i1	Matched_to_other_by_FastOrtho	TR23979-c4_g7_i1
o355	TR3987-c0_g2_i1	Matched_to_other_by_FastOrtho	TR23990-c2_g1_i1
o356	TR54573-c0_g2_i1	TR3404-c0_g1_i1	Matched_to_other_by_FastOrtho
o357	TR29772-c2_g4_i5	TR14274-c0_g1_i1	TR9396-c6_g6_i3
o358	TR12441-c0_g2_i2	TR27881-c0_g4_i2	TR44411-c0_g1_i2
o359	TR26813-c0_g2_i2	TR4150-c0_g1_i1	TR40807-c0_g1_i1
o360	TR35023-c1_g2_i1	TR35691-c1_g1_i1	TR3935-c0_g2_i3
o361	TR13192-c0_g3_i2	TR5040-c5_g3_i2	TR32381-c1_g4_i4
o362	TR25830-c0_g1_i1	TR4330-c0_g1_i1	TR32387-c0_g1_i1
o363	TR173-c0_g1_i1	TR40374-c2_g1_i1	TR5814-c0_g2_i1
o364	TR46158-c0_g3_i1	TR12653-c1_g1_i1	TR45103-c3_g5_i3
o365	Matched_to_other_by_FastOrtho	TR35709-c0_g1_i1	TR32299-c0_g1_i1
o366	TR51862-c1_g2_i2	TR1460-c3_g2_i2	TR32311-c5_g1_i1
o367	TR49655-c1_g1_i1	TR37926-c0_g1_i1	TR32323-c1_g1_i1
o368	TR55534-c0_g2_i2	TR39195-c0_g3_i2	TR32340-c0_g5_i1
o369	Matched_to_other_by_FastOrtho	TR19572-c2_g3_i1	TR32356-c4_g2_i3
o370	TR16273-c0_g1_i1	TR12937-c0_g1_i1	Matched_to_other_by_FastOrtho
o371	TR44106-c0_g5_i1	TR20988-c0_g1_i2	TR40804-c2_g1_i1
o372	TR17555-c0_g1_i1	TR39794-c1_g5_i1	TR39376-c0_g2_i2
o373	TR17103-c1_g1_i3	TR36720-c1_g1_i1	TR13784-c0_g1_i1
o374	TR31602-c1_g6_i1	TR36513-c0_g7_i1	TR1431-c0_g1_i1
o375	TR59626-c0_g5_i3	TR12218-c0_g2_i2	TR37668-c0_g1_i5
o376	TR17644-c3_g10_i1	TR5702-c0_g5_i1	TR37682-c2_g1_i1
o377	TR17644-c3_g8_i1	TR5702-c0_g2_i1	TR37682-c2_g13_i1
o378	TR17644-c3_g13_i1	TR5702-c0_g1_i2	TR37682-c2_g9_i1
o379	TR30972-c0_g1_i2	TR32288-c0_g1_i1	Matched_to_other_by_FastOrtho
o380	TR38970-c0_g1_i1	TR22847-c1_g1_i1	TR13771-c0_g3_i2
o381	TR44742-c0_g1_i1	TR25662-c1_g1_i1	TR37707-c1_g1_i1
o382	TR31604-c0_g2_i1	Matched_to_other_by_FastOrtho	TR37750-c0_g1_i1
o383	TR7662-c0_g2_i1	TR23316-c0_g1_i1	TR37759-c0_g1_i2
o384	TR42908-c1_g1_i1	TR30147-c1_g1_i1	Matched_to_other_by_FastOrtho
o385	TR10006-c0_g1_i1	TR51211-c0_g3_i1	TR13772-c1_g1_i4
o386	TR6548-c0_g1_i2	TR24062-c0_g2_i1	Matched_to_other_by_FastOrtho
o387	TR38837-c0_g8_i3	TR31040-c0_g13_i1	TR18902-c0_g1_i1
o388	TR7401-c1_g1_i1	Matched_to_other_by_FastOrtho	TR925-c0_g1_i1
o389	TR51919-c0_g1_i1	TR14667-c1_g1_i1	TR18905-c5_g1_i1
o390	TR6542-c0_g1_i1	TR26582-c0_g1_i1	TR46596-c0_g1_i1
o391	TR14550-c0_g1_i1	TR3619-c0_g1_i1	TR14225-c0_g1_i1
o392	TR40768-c4_g3_i2	TR14298-c1_g2_i3	TR33082-c1_g3_i4
o393	TR16416-c0_g1_i1	TR1843-c1_g1_i1	TR33111-c0_g1_i1
o394	TR29827-c1_g6_i2	TR19544-c0_g1_i1	TR14255-c0_g1_i1
o395	TR52088-c0_g4_i2	TR50025-c0_g4_i1	TR10840-c0_g1_i1
o396	TR7105-c0_g1_i1	TR7544-c0_g1_i1	TR10848-c0_g1_i1
o397	Matched_to_other_by_FastOrtho	TR33023-c0_g1_i1	TR33060-c0_g1_i1
o398	TR44889-c1_g3_i1	TR19839-c0_g5_i1	TR33078-c0_g6_i2
o399	TR58162-c0_g1_i3	TR39255-c2_g1_i2	TR10817-c4_g3_i1
o400	TR17519-c12_g1_i1	TR36164-c2_g1_i1	TR10823-c0_g1_i1
o401	TR17543-c0_g2_i1	TR16861-c0_g3_i1	TR10833-c1_g2_i1
o402	TR17543-c1_g1_i1	TR20575-c0_g2_i2	TR10833-c1_g4_i1
o403	TR40740-c1_g3_i1	TR39878-c0_g4_i1	TR10776-c0_g5_i1
o404	TR33388-c0_g5_i1	TR35960-c0_g2_i1	TR10790-c0_g3_i1
o405	TR1858-c1_g2_i1	TR47642-c1_g5_i1	TR1081-c0_g5_i2
o406	TR25157-c0_g1_i1	TR12993-c0_g1_i1	TR10814-c0_g3_i1
o407	TR4170-c0_g1_i1	TR426-c1_g1_i1	TR18814-c1_g1_i1
o408	TR43796-c0_g1_i2	TR14126-c0_g1_i1	TR31748-c1_g1_i3
o409	TR33888-c0_g1_i1	TR856-c0_g2_i1	TR31757-c1_g1_i1
o410	TR19558-c0_g1_i1	TR663-c0_g1_i1	TR31696-c0_g1_i1
o411	TR23215-c0_g2_i1	TR23375-c0_g4_i1	TR31701-c0_g1_i2
o412	TR3653-c3_g29_i1	TR14626-c1_g14_i1	TR31703-c1_g2_i1
o413	TR26333-c0_g8_i1	TR19001-c0_g1_i1	TR31717-c0_g1_i1
o414	Matched_to_other_by_FastOrtho	TR20246-c0_g1_i2	TR31604-c0_g1_i2
o415	TR19106-c0_g1_i1	TR7148-c0_g2_i1	TR27949-c0_g2_i1
o416	TR30459-c0_g1_i1	TR30730-c1_g2_i1	TR31675-c1_g1_i1
o417	TR8356-c0_g1_i7	TR37004-c0_g1_i1	TR31682-c0_g1_i1
o418	TR25863-c0_g6_i1	TR22192-c0_g3_i1	TR27955-c1_g4_i1
o419	TR22240-c0_g3_i2	TR37734-c0_g3_i1	Matched_to_other_by_FastOrtho
o420	TR5518-c0_g3_i1	TR34354-c1_g4_i1	TR34816-c3_g1_i1
o421	TR31347-c0_g1_i1	TR27897-c0_g1_i1	TR39297-c3_g1_i1
o422	TR38329-c0_g1_i1	TR43369-c1_g1_i1	TR39330-c0_g1_i1
o423	TR43550-c4_g1_i1	TR25218-c0_g6_i1	TR34778-c0_g1_i1
o424	TR45775-c0_g1_i2	TR23290-c0_g3_i1	TR34781-c0_g1_i1
o425	TR27185-c0_g1_i1	TR28455-c0_g1_i1	TR34784-c3_g1_i1
o426	TR27185-c1_g1_i1	TR28455-c1_g1_i1	TR34784-c4_g1_i1
o427	TR50694-c1_g10_i1	TR32236-c0_g6_i1	TR34740-c0_g5_i1
o428	TR657-c0_g1_i1	TR45766-c0_g1_i1	TR34746-c0_g1_i1
o429	TR38318-c0_g1_i1	TR11523-c0_g1_i2	TR34756-c0_g1_i1
o430	TR24398-c1_g1_i1	Matched_to_other_by_FastOrtho	TR3476-c0_g1_i1
o431	TR57157-c0_g1_i1	TR40133-c1_g2_i2	TR29298-c0_g1_i1
o432	TR12471-c0_g2_i1	TR50651-c0_g1_i1	TR47331-c0_g1_i1
o433	TR6270-c0_g2_i2	TR42487-c0_g1_i1	TR29769-c2_g1_i4
o434	TR26578-c0_g1_i1	TR814-c0_g1_i3	Matched_to_other_by_FastOrtho
o435	TR31823-c1_g1_i1	TR32512-c0_g1_i1	TR2980-c0_g1_i1
o436	TR49380-c2_g1_i1	TR22224-c0_g1_i1	TR29819-c0_g1_i1
o437	TR57609-c7_g1_i1	Matched_to_other_by_FastOrtho	TR2982-c0_g2_i1
o438	TR15127-c2_g1_i1	TR10993-c0_g2_i2	Matched_to_other_by_FastOrtho
o439	TR54175-c0_g1_i1	TR33369-c1_g1_i1	TR29878-c1_g1_i1
o440	TR3572-c6_g1_i1	TR7470-c1_g4_i1	TR29902-c0_g1_i2
o441	TR32281-c0_g2_i1	TR106-c1_g2_i1	TR35516-c0_g1_i1
o442	TR58514-c1_g6_i1	TR19359-c0_g1_i1	TR35524-c0_g1_i1
o443	TR52931-c0_g1_i1	TR20967-c0_g1_i1	TR45387-c0_g1_i1
o444	TR60020-c0_g7_i2	TR6238-c0_g12_i1	TR29339-c0_g3_i1
o445	TR45822-c0_g1_i1	TR25202-c1_g1_i3	TR4536-c0_g1_i5
o446	TR54914-c0_g3_i1	TR34803-c0_g1_i1	TR45349-c0_g1_i1
o447	TR25833-c0_g1_i1	TR40051-c0_g1_i1	TR46968-c0_g2_i1
o448	TR21440-c0_g1_i1	TR8718-c0_g1_i1	TR46958-c0_g1_i1
o449	TR27088-c0_g6_i1	TR44478-c0_g1_i1	TR46952-c0_g2_i1
o450	TR60020-c0_g2_i1	TR6238-c0_g7_i2	TR29339-c0_g1_i1
o451	TR47815-c3_g1_i1	TR3157-c0_g1_i1	Matched_to_other_by_FastOrtho
o452	TR15868-c0_g1_i1	TR12775-c0_g1_i1	TR41652-c0_g1_i1
o453	TR48700-c0_g1_i1	TR31762-c2_g4_i1	Matched_to_other_by_FastOrtho
o454	TR38709-c0_g2_i2	TR2221-c0_g1_i2	TR24764-c0_g1_i1
o455	TR41825-c0_g1_i1	Matched_to_other_by_FastOrtho	TR41607-c0_g1_i1
o456	TR28444-c0_g1_i1	TR2882-c0_g2_i1	TR27917-c0_g1_i3
o457	Matched_to_other_by_FastOrtho	TR22195-c0_g2_i1	TR41637-c0_g1_i4
o458	TR37084-c0_g1_i1	TR50761-c0_g1_i2	TR41633-c0_g1_i1
o459	TR58494-c0_g7_i1	TR47759-c0_g5_i1	TR41585-c0_g5_i1
o460	TR15313-c1_g1_i1	TR43388-c0_g1_i1	TR41568-c0_g3_i3
o461	TR43627-c0_g1_i1	TR12202-c0_g1_i1	Matched_to_other_by_FastOrtho
o462	TR42038-c0_g2_i1	TR8040-c0_g2_i1	Matched_to_other_by_FastOrtho
o463	TR2974-c1_g1_i1	Matched_to_other_by_FastOrtho	TR13654-c0_g2_i1
o464	TR25924-c3_g9_i1	TR45158-c14_g5_i1	TR13640-c6_g11_i1
o465	TR32516-c0_g1_i2	TR51332-c0_g1_i1	TR13640-c3_g1_i1
o466	TR31822-c1_g14_i1	TR44157-c0_g5_i1	TR13740-c2_g1_i5
o467	TR49241-c0_g2_i1	TR31780-c0_g2_i1	TR13740-c1_g2_i1
o468	TR22945-c0_g2_i1	TR33915-c0_g2_i1	TR13692-c2_g2_i1
o469	TR31822-c1_g10_i1	TR44157-c1_g4_i3	TR13740-c2_g4_i2
o470	TR31822-c1_g13_i2	TR44157-c1_g2_i1	TR13740-c2_g3_i1
o471	TR46340-c7_g4_i2	TR34065-c0_g1_i2	TR46248-c2_g2_i3
o472	TR53779-c0_g6_i1	TR41482-c0_g2_i3	TR46241-c0_g1_i2
o473	TR5462-c2_g3_i1	TR18287-c0_g8_i1	TR46248-c4_g3_i1
o474	TR35112-c0_g10_i2	TR48530-c0_g3_i2	TR46248-c4_g1_i3
o475	TR23077-c0_g16_i2	TR14747-c0_g2_i1	TR46332-c0_g1_i1
o476	TR51262-c0_g1_i1	TR22731-c0_g1_i4	TR46288-c0_g3_i1
o477	TR36298-c0_g1_i1	TR14694-c0_g1_i2	TR46358-c3_g1_i4
o478	TR50515-c0_g1_i2	Matched_to_other_by_FastOrtho	TR28608-c0_g1_i1
o479	TR33118-c0_g3_i2	TR25169-c1_g8_i1	TR46382-c3_g1_i4
o480	TR14740-c1_g4_i2	TR41931-c0_g2_i1	TR24644-c0_g3_i2
o481	TR52522-c2_g2_i1	TR15650-c0_g2_i1	Matched_to_other_by_FastOrtho
o482	TR5923-c1_g7_i1	TR30289-c0_g3_i4	TR38043-c0_g1_i1
o483	TR45229-c2_g1_i1	TR28274-c2_g2_i3	TR4321-c1_g2_i1
o484	Matched_to_other_by_FastOrtho	TR10263-c0_g1_i1	TR43198-c1_g1_i1
o485	TR39950-c0_g1_i1	TR22601-c0_g2_i1	Matched_to_other_by_FastOrtho
o486	TR41249-c9_g1_i1	TR22417-c0_g2_i1	TR43224-c1_g2_i1
o487	TR58924-c2_g4_i1	TR19807-c0_g1_i2	Matched_to_other_by_FastOrtho
o488	TR59992-c4_g4_i1	Matched_to_other_by_FastOrtho	TR43250-c0_g2_i1
o489	Matched_to_other_by_FastOrtho	TR20468-c0_g1_i2	TR41288-c9_g3_i1
o490	TR12117-c2_g1_i1	TR34885-c0_g1_i1	TR4328-c0_g1_i1
o491	TR11400-c1_g1_i1	TR37350-c1_g1_i4	TR6101-c0_g3_i1
o492	TR29202-c0_g1_i1	TR18131-c0_g2_i1	TR6104-c0_g2_i1
o493	TR13577-c0_g1_i1	TR17841-c1_g3_i2	TR46623-c0_g3_i2
o494	TR12039-c1_g1_i1	TR6528-c0_g1_i1	TR9732-c1_g4_i4
o495	TR53908-c0_g2_i1	TR49900-c0_g1_i1	TR7509-c1_g1_i2
o496	TR12759-c0_g3_i1	Matched_to_other_by_FastOrtho	TR9691-c0_g1_i2
o497	TR255-c0_g1_i1	TR1248-c1_g1_i1	TR46914-c0_g1_i1
o498	TR24655-c1_g10_i1	TR46039-c1_g3_i2	TR9644-c0_g1_i1
o499	Matched_to_other_by_FastOrtho	TR15662-c1_g1_i2	TR964-c0_g3_i1
o500	TR36780-c0_g1_i1	TR15248-c1_g1_i1	TR9729-c0_g2_i1
o501	TR36780-c2_g8_i1	TR15248-c0_g1_i1	TR9729-c0_g1_i1
o502	TR26466-c1_g1_i1	TR21364-c0_g1_i1	Matched_to_other_by_FastOrtho
o503	TR4774-c2_g1_i2	TR28895-c0_g4_i1	TR46936-c2_g2_i3
o504	TR22539-c2_g2_i1	TR1715-c0_g1_i1	TR15728-c1_g3_i1
o505	TR20088-c0_g1_i1	TR20888-c1_g1_i1	TR28493-c0_g2_i1
o506	TR43664-c2_g7_i1	TR982-c0_g3_i2	TR41720-c0_g4_i1
o507	TR45199-c1_g2_i1	TR11448-c0_g1_i1	TR15673-c0_g1_i1
o508	TR24148-c0_g3_i2	TR19879-c0_g1_i1	TR15670-c0_g2_i1
o509	TR45142-c0_g12_i1	TR3382-c0_g1_i1	TR15673-c1_g3_i1
o510	TR49937-c0_g1_i1	Matched_to_other_by_FastOrtho	TR15686-c1_g1_i1
o511	TR9081-c0_g3_i5	TR9311-c0_g1_i1	TR15674-c0_g3_i1
o512	TR42135-c0_g4_i1	Matched_to_other_by_FastOrtho	TR15717-c0_g2_i1
o513	TR57163-c0_g1_i2	TR48320-c0_g4_i1	TR15697-c0_g1_i1
o514	TR28986-c0_g1_i1	TR14467-c0_g1_i1	TR17650-c0_g2_i1
o515	TR46468-c3_g1_i1	TR23728-c0_g3_i1	TR17639-c1_g1_i1
o516	TR46612-c0_g5_i2	TR34098-c0_g1_i1	Matched_to_other_by_FastOrtho
o517	TR27493-c0_g2_i1	TR34608-c0_g1_i1	TR41535-c0_g2_i1
o518	TR59246-c10_g2_i1	Matched_to_other_by_FastOrtho	TR17341-c2_g1_i1
o519	TR58756-c2_g1_i1	TR8505-c1_g1_i2	TR17341-c13_g4_i1
o520	TR9741-c0_g1_i1	TR15467-c0_g1_i1	TR17579-c0_g1_i1
o521	TR8043-c1_g2_i3	TR31405-c1_g1_i1	TR17323-c1_g2_i1
o522	TR25906-c0_g1_i1	TR1510-c0_g1_i1	TR17597-c1_g1_i1
o523	TR15976-c0_g2_i1	Matched_to_other_by_FastOrtho	TR17587-c1_g1_i1
o524	TR54174-c0_g4_i1	TR45575-c0_g2_i1	TR17607-c0_g1_i1
o525	TR26496-c0_g2_i1	TR41103-c0_g1_i1	TR17628-c0_g1_i1
o526	TR1256-c0_g2_i2	Matched_to_other_by_FastOrtho	TR17627-c1_g1_i1
o527	TR58916-c1_g4_i1	TR20746-c0_g1_i1	TR15835-c0_g1_i1
o528	TR56450-c1_g4_i1	TR34670-c1_g3_i3	TR15834-c2_g10_i6
o529	TR56573-c0_g1_i1	TR10023-c0_g1_i1	TR15831-c0_g1_i1
o530	TR34400-c1_g2_i1	TR27629-c2_g8_i1	TR15826-c1_g7_i2
o531	TR41171-c0_g3_i1	TR50170-c0_g3_i1	TR20787-c0_g5_i1
o532	TR49461-c1_g1_i1	TR21713-c0_g2_i1	TR20780-c0_g1_i1
o533	TR31156-c0_g1_i1	TR31550-c0_g1_i1	TR20798-c0_g1_i1
o534	TR59984-c0_g2_i1	TR40530-c0_g1_i1	TR2079-c1_g1_i1
o535	TR51290-c0_g3_i1	Matched_to_other_by_FastOrtho	TR46611-c0_g1_i1
o536	TR4644-c0_g4_i2	TR35042-c0_g1_i2	TR15842-c0_g1_i2
o537	TR61074-c1_g2_i1	TR13902-c0_g1_i2	TR6290-c0_g1_i1
o538	TR44404-c0_g1_i1	TR9706-c1_g2_i1	TR46885-c0_g3_i1
o539	TR253-c1_g4_i1	TR5266-c1_g1_i1	TR5031-c4_g1_i1
o540	TR35682-c0_g1_i1	TR20443-c0_g1_i1	TR46903-c0_g1_i1
o541	TR42480-c1_g2_i1	TR45292-c0_g1_i1	TR6449-c0_g2_i1
o542	TR42480-c1_g3_i1	TR45292-c0_g2_i1	TR6449-c0_g1_i1
o543	TR28481-c0_g2_i1	TR48218-c0_g1_i1	Matched_to_other_by_FastOrtho
o544	TR52913-c0_g1_i1	TR19642-c0_g1_i1	TR6451-c1_g1_i1
o545	TR26719-c1_g5_i1	TR30132-c0_g1_i2	TR6413-c1_g2_i1
o546	TR60207-c0_g4_i1	TR50424-c1_g8_i1	TR6411-c0_g2_i1
o547	TR21798-c1_g9_i1	TR19501-c0_g2_i1	TR6433-c1_g5_i1
o548	TR19125-c1_g1_i1	TR34491-c0_g1_i1	TR6430-c2_g1_i1
o549	TR51490-c0_g1_i1	TR44747-c0_g1_i1	TR4595-c0_g1_i1
o550	TR4300-c1_g1_i3	TR17972-c0_g4_i2	TR6459-c2_g1_i3
o551	TR55026-c6_g4_i2	TR5417-c1_g5_i1	TR6455-c2_g2_i1
o552	TR951-c5_g5_i1	TR14758-c0_g1_i2	TR19350-c1_g1_i4
o553	TR12324-c0_g2_i1	Matched_to_other_by_FastOrtho	TR19338-c0_g2_i1
o554	TR38822-c0_g2_i1	TR13299-c1_g1_i1	TR19354-c3_g2_i5
o555	Matched_to_other_by_FastOrtho	TR35674-c5_g1_i2	TR19354-c3_g1_i3
o556	TR36451-c0_g2_i1	TR8038-c0_g2_i1	TR19326-c0_g1_i1
o557	TR22826-c4_g7_i1	TR23116-c0_g1_i1	TR19323-c2_g1_i1
o558	TR27273-c0_g2_i1	TR11917-c0_g1_i1	TR19333-c0_g1_i1
o559	TR20262-c0_g1_i2	TR38777-c0_g1_i1	TR19328-c1_g1_i1
o560	TR12587-c0_g2_i2	TR23548-c0_g1_i3	Matched_to_other_by_FastOrtho
o561	TR18507-c0_g4_i1	Matched_to_other_by_FastOrtho	TR11102-c0_g2_i3
o562	TR44730-c1_g2_i1	Matched_to_other_by_FastOrtho	TR11101-c2_g3_i1
o563	TR49322-c1_g3_i1	TR33315-c0_g1_i1	TR1110-c0_g7_i1
o564	TR44095-c0_g4_i1	TR25298-c0_g1_i1	TR19405-c0_g2_i1
o565	TR50073-c0_g1_i1	TR19304-c0_g1_i1	TR11131-c0_g2_i1
o566	TR12587-c1_g1_i1	TR23548-c1_g2_i1	TR11103-c1_g2_i1
o567	TR12587-c1_g4_i1	TR23548-c1_g6_i1	TR11103-c1_g1_i1
o568	TR50239-c2_g8_i1	TR24216-c0_g4_i1	TR28439-c0_g1_i1
o569	TR14462-c0_g1_i2	TR20073-c0_g2_i1	TR2843-c0_g1_i1
o570	TR21002-c0_g1_i1	TR38290-c0_g1_i1	TR28416-c0_g1_i1
o571	TR23585-c0_g1_i1	TR23489-c0_g1_i4	TR28414-c1_g1_i1
o572	Matched_to_other_by_FastOrtho	TR33322-c0_g1_i1	TR28463-c1_g1_i1
o573	TR54962-c1_g2_i1	TR8382-c1_g1_i2	TR26511-c1_g1_i1
o574	TR53446-c1_g1_i1	TR42608-c0_g3_i1	TR26500-c1_g1_i1
o575	TR53446-c0_g2_i1	TR42608-c1_g2_i1	TR26500-c0_g1_i2
o576	TR36215-c0_g4_i1	TR12320-c0_g10_i1	TR2649-c0_g7_i1
o577	TR42539-c1_g1_i2	TR20023-c1_g1_i1	TR26484-c0_g2_i4
o578	TR16132-c1_g3_i2	TR49587-c0_g3_i1	TR26475-c2_g5_i1
o579	TR26453-c4_g1_i2	TR46869-c0_g1_i2	TR26428-c0_g7_i2
o580	TR26453-c4_g8_i2	TR46869-c0_g3_i1	TR26428-c0_g7_i1
o581	TR27350-c0_g3_i1	TR35234-c0_g3_i3	Matched_to_other_by_FastOrtho
o582	TR34846-c0_g2_i1	TR43550-c0_g1_i1	TR2642-c0_g2_i1
o583	TR17300-c0_g1_i1	TR39298-c0_g1_i1	TR46641-c2_g3_i1
o584	TR52523-c5_g14_i3	TR26374-c0_g1_i2	TR19954-c4_g3_i1
o585	TR36297-c0_g1_i1	TR20922-c0_g1_i1	TR19952-c0_g1_i1
o586	TR45121-c0_g3_i1	TR10758-c1_g1_i1	TR19941-c0_g1_i1
o587	TR50715-c1_g2_i1	TR10700-c0_g1_i1	TR19931-c8_g3_i2
o588	TR3282-c0_g1_i1	TR33634-c1_g1_i1	Matched_to_other_by_FastOrtho
o589	TR30685-c1_g2_i1	TR19640-c0_g1_i1	TR19948-c2_g13_i1
o590	TR28753-c0_g1_i1	TR17582-c0_g1_i1	TR19920-c0_g1_i1
o591	Matched_to_other_by_FastOrtho	TR51163-c0_g2_i1	TR19883-c0_g1_i1
o592	TR729-c0_g1_i3	TR23377-c0_g1_i1	TR19931-c6_g1_i3
o593	TR1807-c0_g2_i1	TR38389-c5_g1_i2	TR19931-c5_g1_i1
o594	TR20039-c0_g1_i1	TR18794-c0_g2_i1	TR8419-c0_g1_i1
o595	TR24284-c2_g2_i1	TR43234-c0_g4_i1	TR358-c0_g1_i1
o596	TR61461-c1_g2_i2	Matched_to_other_by_FastOrtho	TR35788-c0_g2_i1
o597	TR8911-c0_g3_i1	TR13161-c0_g1_i1	TR1594-c0_g1_i1
o598	TR55591-c2_g4_i4	TR43307-c0_g2_i1	TR15925-c0_g1_i1
o599	TR49752-c1_g7_i1	TR10430-c1_g5_i3	TR15917-c0_g1_i1
o600	TR51489-c1_g1_i1	TR32279-c0_g1_i1	TR15898-c0_g1_i1
o601	TR35950-c0_g4_i1	Matched_to_other_by_FastOrtho	TR15885-c1_g1_i2
o602	TR25675-c0_g3_i2	TR5216-c0_g1_i4	TR15879-c2_g3_i1
o603	TR30219-c0_g1_i4	TR31846-c0_g1_i1	TR15868-c0_g3_i1
o604	TR53355-c0_g19_i1	TR14963-c0_g2_i3	TR15859-c0_g2_i1
o605	TR33956-c1_g2_i1	TR48998-c0_g1_i2	TR15970-c0_g4_i2
o606	TR57310-c0_g3_i1	TR42711-c0_g1_i1	TR15957-c0_g1_i1
o607	TR38379-c0_g1_i1	TR18689-c0_g2_i1	TR8424-c0_g1_i1
o608	Matched_to_other_by_FastOrtho	TR28624-c0_g2_i1	TR46575-c2_g1_i2
o609	TR53104-c1_g1_i5	TR26698-c1_g6_i1	TR45596-c1_g6_i1
o610	TR19257-c0_g11_i1	TR17073-c0_g4_i1	TR22067-c2_g1_i6
o611	TR19257-c0_g6_i2	Matched_to_other_by_FastOrtho	TR22067-c0_g1_i1
o612	TR4332-c0_g3_i1	TR24335-c0_g1_i1	Matched_to_other_by_FastOrtho
o613	TR682-c0_g2_i1	TR15097-c0_g1_i1	Matched_to_other_by_FastOrtho
