carb	flav	macro
TR24958-c0_g1_i1	TR40065-c1_g1_i1	TR13377-c1_g2_i4
TR12083-c0_g2_i3	TR31423-c0_g2_i1	TR1338-c0_g1_i1
TR50843-c0_g5_i2	TR45496-c1_g1_i1	TR13389-c0_g5_i1
TR50843-c0_g1_i1	TR45496-c1_g2_i1	TR13389-c0_g6_i1
TR26427-c0_g2_i1	TR20419-c0_g1_i1	TR1339-c0_g1_i1
TR32279-c2_g13_i1	TR43746-c1_g2_i1	TR13414-c1_g2_i3
TR36486-c0_g2_i1	TR37715-c0_g1_i1	TR13419-c0_g3_i1
TR33727-c1_g1_i1	TR40169-c0_g1_i1	TR13419-c0_g4_i1
TR2157-c10_g1_i1	TR32252-c0_g1_i1	TR13429-c0_g1_i1
TR56522-c0_g1_i1	TR36854-c0_g1_i1	TR13442-c0_g3_i2
TR43781-c0_g1_i1	TR22620-c0_g1_i1	TR13454-c0_g1_i2
TR52238-c0_g2_i6	TR13020-c0_g5_i1	TR13469-c0_g1_i2
TR52238-c0_g4_i4	TR13020-c0_g4_i1	TR13469-c1_g1_i1
TR52238-c0_g5_i2	TR13020-c0_g2_i1	TR13469-c1_g2_i1
TR7300-c0_g1_i1	TR14344-c0_g1_i5	TR13479-c0_g1_i1
TR39231-c0_g1_i1	TR18146-c0_g3_i3	TR13481-c0_g2_i2
TR25387-c0_g1_i1	TR26881-c2_g3_i2	TR13510-c1_g2_i1
NA	TR10193-c0_g1_i1	TR13534-c0_g1_i1
TR28654-c0_g4_i1	TR9579-c0_g1_i2	TR13551-c0_g6_i1
TR34618-c0_g3_i4	TR30410-c0_g2_i3	TR13556-c0_g1_i1
TR31713-c0_g14_i1	TR3552-c0_g5_i1	TR13558-c0_g8_i3
TR47848-c0_g3_i1	TR24282-c0_g2_i1	TR13580-c0_g1_i1
TR47848-c0_g2_i1	TR24282-c0_g1_i2	TR13580-c0_g2_i1
TR47815-c1_g2_i1	TR18587-c0_g3_i1	TR13584-c1_g1_i1
TR3578-c0_g1_i1	TR45271-c0_g1_i1	TR13585-c1_g1_i4
TR370-c1_g15_i1	TR46801-c2_g1_i1	NA
TR33181-c0_g1_i1	TR7555-c0_g2_i1	TR13587-c0_g1_i1
TR56579-c0_g6_i2	TR17216-c0_g1_i1	TR13593-c0_g1_i1
TR23359-c0_g1_i1	TR43489-c0_g1_i1	TR13602-c0_g1_i1
TR57293-c0_g2_i1	TR47891-c0_g2_i1	TR13615-c0_g1_i1
TR14336-c0_g4_i1	TR18745-c0_g1_i2	TR13617-c1_g1_i1
TR44412-c1_g1_i1	TR1365-c2_g1_i1	TR13620-c0_g1_i1
TR3523-c0_g1_i1	TR41820-c0_g1_i1	TR13621-c0_g1_i1
TR32516-c0_g1_i2	TR51332-c0_g1_i1	TR13640-c3_g1_i1
TR25924-c3_g9_i1	TR45158-c14_g5_i1	TR13640-c6_g11_i1
TR2974-c1_g1_i1	TR49307-c0_g1_i2	TR13654-c0_g2_i1
TR52779-c0_g3_i1	TR43348-c0_g1_i1	TR13677-c1_g1_i1
TR22945-c0_g2_i1	TR33915-c0_g2_i1	TR13692-c2_g2_i1
TR7118-c0_g1_i1	TR25622-c0_g1_i1	TR13704-c0_g1_i1
TR49241-c0_g2_i1	TR31780-c0_g2_i1	TR13740-c1_g2_i1
TR31822-c1_g14_i1	TR44157-c0_g5_i1	TR13740-c2_g1_i5
TR31822-c1_g13_i2	TR44157-c1_g2_i1	TR13740-c2_g3_i1
TR31822-c1_g10_i1	TR44157-c1_g4_i3	TR13740-c2_g4_i2
TR35713-c1_g1_i2	TR49683-c1_g1_i1	NA
TR26861-c0_g13_i2	TR37658-c0_g2_i2	TR13770-c0_g5_i7
TR23500-c0_g1_i1	TR16967-c0_g1_i1	NA
TR16262-c0_g1_i1	TR1486-c0_g1_i1	TR13771-c0_g2_i2
TR38970-c0_g1_i1	TR22847-c1_g1_i1	TR13771-c0_g3_i2
TR10006-c0_g1_i1	TR51211-c0_g3_i1	TR13772-c1_g1_i4
TR17103-c1_g1_i3	TR36720-c1_g1_i1	TR13784-c0_g1_i1
TR9131-c1_g1_i1	TR28341-c0_g1_i1	TR1381-c1_g1_i1
TR60079-c0_g2_i1	TR28628-c0_g1_i1	TR13814-c0_g1_i1
TR51146-c0_g5_i1	TR44613-c0_g5_i1	TR13819-c0_g2_i1
TR27224-c0_g1_i1	TR7176-c0_g1_i1	TR13820-c0_g1_i1
TR58119-c1_g1_i1	TR28835-c0_g1_i1	TR13824-c0_g1_i2
TR2157-c14_g1_i1	TR50404-c1_g1_i1	TR13836-c1_g1_i1
TR11974-c0_g3_i2	TR44868-c0_g1_i1	TR13867-c0_g1_i1
TR30291-c0_g1_i1	TR26672-c0_g1_i1	TR13873-c0_g1_i2
TR53405-c0_g2_i3	TR34639-c0_g1_i1	TR13879-c1_g1_i1
TR41313-c2_g2_i2	TR1446-c0_g1_i1	NA
TR36833-c1_g1_i2	TR38778-c0_g1_i1	TR13886-c0_g3_i1
TR17841-c0_g1_i1	TR41857-c0_g2_i2	TR13893-c0_g1_i1
TR45934-c0_g5_i1	TR41857-c0_g1_i1	TR13893-c0_g3_i1
TR33156-c0_g1_i1	TR34161-c0_g2_i1	TR13899-c0_g1_i1
TR4071-c0_g1_i1	TR25934-c1_g1_i2	TR13901-c2_g1_i1
TR2779-c0_g1_i1	TR5187-c0_g4_i1	TR13913-c0_g1_i1
TR532-c0_g1_i1	TR46570-c0_g1_i1	TR13918-c3_g1_i1
TR40211-c0_g1_i1	TR39313-c0_g1_i1	TR13932-c1_g1_i1
TR27758-c0_g2_i2	TR20946-c0_g1_i1	TR13933-c0_g1_i1
TR53816-c1_g2_i2	TR29525-c0_g5_i2	TR13934-c2_g1_i4
TR22694-c2_g1_i1	TR34556-c1_g1_i1	TR13934-c4_g5_i1
TR52082-c0_g1_i1	TR25369-c0_g1_i1	TR13957-c0_g1_i1
TR25696-c7_g3_i1	TR41945-c1_g4_i4	TR13977-c0_g5_i2
TR8289-c0_g4_i1	TR47944-c1_g1_i1	TR13985-c0_g1_i1
TR52401-c0_g3_i1	TR31273-c0_g1_i1	TR13987-c0_g2_i1
TR40825-c0_g2_i1	TR6380-c0_g2_i2	TR13994-c0_g4_i2
TR58963-c0_g4_i1	TR6380-c0_g3_i1	TR13994-c0_g5_i1
TR47684-c0_g2_i3	TR6405-c0_g2_i3	TR13998-c0_g2_i1
TR32867-c0_g1_i1	TR12881-c0_g1_i1	TR14014-c1_g1_i1
TR24514-c1_g1_i1	TR4205-c0_g1_i1	TR14028-c0_g1_i1
TR24377-c2_g2_i1	TR240-c2_g1_i1	TR14035-c1_g1_i1
TR33882-c0_g1_i1	TR17906-c1_g2_i1	TR14035-c3_g6_i1
TR2368-c1_g1_i1	TR45723-c0_g3_i1	TR14042-c0_g1_i1
TR44939-c3_g3_i1	TR46862-c0_g2_i1	TR14052-c0_g2_i1
TR51562-c0_g2_i1	TR46602-c0_g1_i1	TR1406-c0_g3_i3
TR24441-c2_g1_i2	TR2314-c0_g1_i1	TR14070-c0_g2_i2
TR32746-c1_g1_i2	TR44019-c0_g2_i1	TR14073-c0_g1_i2
TR15658-c0_g1_i1	TR48680-c0_g1_i1	TR14082-c0_g1_i1
TR59613-c1_g1_i1	TR20797-c4_g1_i2	TR1409-c0_g1_i1
TR15917-c1_g1_i1	TR43763-c0_g2_i1	TR14095-c0_g1_i1
TR51165-c0_g1_i2	TR1656-c0_g1_i1	TR14103-c0_g2_i1
TR5675-c0_g1_i1	TR47614-c0_g1_i1	TR14123-c0_g2_i1
TR16403-c3_g1_i1	TR43158-c0_g1_i1	TR14135-c0_g1_i1
TR16403-c0_g1_i1	TR421-c0_g1_i1	TR14135-c0_g1_i2
TR27567-c2_g1_i1	TR46980-c0_g2_i1	TR14139-c0_g1_i1
TR56711-c0_g2_i3	TR12946-c0_g4_i2	TR14143-c0_g1_i1
TR50384-c0_g7_i1	TR27409-c0_g1_i4	TR14216-c3_g2_i1
TR37643-c0_g3_i1	TR20990-c0_g1_i1	TR14217-c1_g1_i1
TR15289-c0_g1_i2	TR10157-c0_g2_i1	TR1422-c0_g10_i1
TR14550-c0_g1_i1	TR3619-c0_g1_i1	TR14225-c0_g1_i1
TR29827-c1_g6_i2	TR19544-c0_g1_i1	TR14255-c0_g1_i1
TR58315-c1_g2_i1	TR45581-c1_g2_i1	TR1429-c2_g1_i2
TR31602-c1_g6_i1	TR36513-c0_g7_i1	TR1431-c0_g1_i1
TR36595-c0_g1_i1	TR2765-c0_g1_i1	TR14314-c0_g1_i1
TR590-c0_g1_i1	TR45964-c0_g1_i1	TR14320-c0_g1_i1
TR29209-c0_g1_i1	TR13411-c0_g1_i1	TR14322-c0_g1_i2
TR15928-c3_g1_i2	TR9252-c0_g2_i1	TR14329-c1_g4_i2
TR60830-c1_g5_i3	TR25476-c0_g1_i2	NA
TR60830-c1_g4_i5	TR35644-c1_g2_i1	TR14339-c6_g3_i2
TR10960-c1_g1_i1	TR13953-c0_g2_i1	TR14341-c0_g1_i1
TR49074-c0_g1_i1	TR42095-c2_g1_i1	TR14347-c3_g1_i1
TR5274-c0_g1_i5	TR311-c0_g3_i1	TR14367-c0_g1_i1
TR17304-c0_g1_i1	TR6089-c0_g2_i1	TR14372-c0_g1_i1
TR60365-c0_g2_i1	TR35517-c0_g1_i1	TR14402-c0_g1_i1
NA	TR18408-c0_g1_i1	TR14410-c0_g2_i1
TR56697-c0_g5_i1	TR14349-c0_g2_i1	TR14429-c0_g3_i1
TR5894-c2_g21_i2	TR42799-c0_g2_i2	NA
TR42533-c0_g1_i1	TR13955-c0_g1_i1	TR14443-c1_g1_i1
TR32779-c0_g1_i1	TR15363-c10_g8_i1	TR14451-c2_g3_i1
TR35081-c0_g2_i1	TR26380-c0_g1_i1	TR14456-c0_g1_i1
TR27901-c0_g1_i1	TR41813-c0_g2_i1	TR14498-c0_g1_i1
TR1346-c3_g7_i1	TR38597-c0_g1_i1	TR14510-c2_g2_i2
TR1346-c3_g6_i1	TR37092-c0_g1_i1	TR14510-c2_g6_i1
TR34431-c0_g7_i1	TR29485-c0_g1_i2	TR1452-c0_g1_i1
TR9239-c0_g1_i3	TR22650-c0_g5_i1	TR14523-c0_g1_i1
TR2629-c0_g3_i1	TR21789-c0_g3_i1	TR14537-c1_g3_i1
TR2629-c0_g4_i2	TR21789-c0_g1_i1	TR14537-c1_g4_i3
TR635-c0_g2_i1	TR35687-c0_g2_i1	TR14545-c4_g1_i1
TR20194-c0_g3_i1	TR5556-c0_g3_i1	TR14551-c0_g3_i1
TR36549-c1_g4_i1	TR7762-c3_g3_i1	TR14567-c2_g1_i2
TR43477-c0_g1_i1	TR26755-c0_g1_i1	TR1457-c4_g2_i1
TR4792-c0_g2_i1	TR2727-c0_g1_i1	TR14572-c0_g2_i1
TR4792-c0_g3_i1	TR2727-c0_g3_i1	TR14572-c0_g3_i1
TR25057-c0_g1_i2	TR19037-c0_g1_i1	TR14594-c0_g1_i1
TR27681-c0_g1_i1	TR12858-c0_g3_i1	TR1461-c0_g2_i1
TR1185-c0_g3_i2	TR24935-c0_g2_i1	NA
TR2611-c0_g2_i1	TR15520-c0_g3_i2	TR14628-c0_g4_i2
TR21147-c0_g1_i1	TR23735-c0_g1_i1	TR14628-c1_g2_i1
TR5496-c0_g8_i1	TR7254-c0_g1_i1	TR14646-c0_g1_i1
TR45746-c5_g1_i3	TR17145-c4_g2_i1	TR14658-c7_g5_i1
TR12896-c0_g1_i2	TR16309-c0_g2_i1	TR14664-c1_g1_i1
TR17864-c0_g2_i1	TR48854-c0_g1_i1	TR14711-c0_g1_i1
TR37896-c0_g2_i2	TR43120-c0_g1_i1	TR1472-c0_g1_i4
TR52507-c0_g1_i1	TR5816-c0_g1_i1	TR14720-c1_g1_i1
TR42094-c3_g1_i2	TR21657-c4_g3_i1	TR14736-c2_g1_i4
TR42094-c3_g5_i2	TR25307-c1_g4_i2	TR14736-c3_g1_i3
TR42094-c3_g2_i2	TR25307-c1_g1_i1	TR14736-c3_g2_i1
TR42094-c3_g10_i1	TR25307-c1_g5_i1	TR14736-c3_g4_i2
TR53679-c0_g3_i3	TR32814-c0_g3_i1	TR14744-c0_g2_i1
TR61070-c0_g1_i1	TR40821-c0_g2_i2	TR14754-c0_g1_i1
TR26615-c0_g2_i1	TR45157-c0_g1_i2	TR14783-c1_g1_i1
TR14044-c0_g1_i1	TR17548-c0_g1_i1	TR14790-c1_g10_i1
TR54315-c1_g1_i1	TR18637-c0_g1_i1	TR14790-c1_g3_i1
TR54315-c0_g2_i1	TR17611-c0_g1_i1	TR14790-c1_g7_i1
TR26191-c0_g7_i1	TR27696-c1_g3_i1	TR14793-c1_g14_i2
TR22127-c0_g1_i1	TR34050-c1_g1_i1	TR14799-c0_g1_i1
TR6673-c0_g4_i1	TR28281-c1_g1_i1	NA
TR48169-c0_g1_i1	TR26307-c0_g3_i1	TR14809-c1_g1_i1
TR38270-c2_g4_i1	TR23383-c1_g4_i1	TR14810-c5_g1_i1
TR54552-c0_g4_i2	TR10958-c0_g3_i1	TR14814-c0_g3_i1
TR60409-c0_g2_i1	TR42051-c0_g1_i1	TR14821-c0_g2_i1
TR4766-c0_g1_i2	TR17846-c0_g2_i1	TR14827-c0_g1_i1
TR7457-c1_g2_i1	TR38650-c0_g5_i1	TR14830-c1_g2_i1
TR23930-c0_g2_i1	TR34568-c1_g5_i1	TR14860-c3_g1_i1
TR45981-c6_g3_i1	TR21519-c4_g2_i6	TR14872-c0_g2_i2
TR45981-c6_g2_i4	TR21519-c3_g1_i3	TR14872-c0_g3_i4
TR40904-c0_g7_i1	TR17519-c0_g1_i2	TR1488-c0_g3_i1
TR40904-c0_g1_i1	TR17519-c0_g3_i1	TR1488-c0_g6_i2
TR10446-c0_g1_i1	TR15456-c0_g4_i1	TR14888-c1_g1_i1
TR41344-c3_g1_i7	TR1711-c1_g5_i2	TR14899-c1_g8_i2
TR12281-c0_g2_i1	TR6304-c0_g4_i1	TR14905-c1_g1_i1
TR9899-c2_g1_i2	TR20280-c1_g11_i1	TR14914-c1_g5_i4
TR16645-c0_g2_i1	TR24761-c0_g1_i1	TR14919-c1_g1_i1
TR18517-c0_g4_i1	TR39583-c0_g1_i3	TR14924-c0_g3_i1
TR33585-c0_g2_i1	TR27153-c1_g1_i1	TR14930-c0_g1_i1
TR38354-c0_g1_i1	TR1762-c0_g1_i1	TR14947-c0_g1_i1
TR24556-c2_g1_i1	TR14752-c0_g2_i1	TR1495-c0_g1_i1
TR43545-c0_g5_i1	TR45786-c1_g10_i2	TR1496-c1_g3_i1
TR60371-c0_g6_i1	TR4209-c0_g6_i1	TR14978-c0_g4_i1
TR13584-c1_g3_i1	TR41399-c0_g1_i1	TR14993-c0_g2_i1
TR14237-c0_g1_i1	TR38403-c0_g1_i1	TR15004-c0_g2_i1
TR38441-c1_g1_i1	TR7577-c0_g1_i1	TR15028-c0_g2_i1
TR47253-c1_g1_i1	TR1214-c0_g1_i1	TR15034-c0_g2_i4
TR36946-c0_g1_i1	TR16068-c0_g1_i1	TR15036-c0_g1_i1
TR26104-c0_g3_i7	TR39776-c0_g1_i3	TR1504-c0_g1_i1
TR7895-c0_g2_i1	TR6306-c0_g3_i1	TR15057-c0_g2_i1
TR25228-c6_g5_i1	TR41815-c3_g1_i4	TR15057-c1_g3_i1
TR31039-c0_g3_i1	TR46817-c0_g1_i1	TR15069-c0_g4_i1
TR41022-c0_g7_i1	TR24922-c0_g2_i1	TR15072-c1_g1_i2
TR41022-c0_g1_i3	TR24922-c0_g4_i2	TR15072-c2_g5_i1
TR26221-c0_g3_i1	TR44216-c0_g3_i1	TR15073-c0_g1_i1
TR23461-c0_g1_i1	TR19757-c0_g2_i1	TR15083-c1_g3_i1
TR23461-c1_g5_i1	TR8415-c0_g1_i1	TR15083-c3_g5_i1
TR23461-c1_g3_i1	TR8415-c0_g3_i2	TR15083-c3_g7_i3
TR33107-c0_g1_i1	TR8958-c0_g2_i1	TR15088-c0_g5_i3
TR13319-c9_g1_i1	TR25309-c3_g1_i1	TR15101-c1_g1_i1
NA	TR34588-c0_g1_i2	TR15153-c0_g2_i2
TR41018-c2_g2_i2	TR30978-c0_g3_i1	TR15165-c0_g2_i1
TR10619-c0_g4_i1	TR36820-c0_g4_i1	TR152-c0_g1_i1
TR30584-c3_g2_i1	TR24349-c5_g1_i2	TR15200-c0_g6_i1
TR26634-c0_g2_i1	TR41366-c0_g1_i1	TR15221-c0_g1_i1
TR27844-c1_g1_i3	TR28709-c0_g3_i1	TR15247-c0_g3_i1
TR29335-c1_g2_i1	TR49978-c0_g2_i1	TR15248-c0_g1_i1
TR30337-c0_g2_i1	TR36544-c0_g1_i2	TR15254-c0_g2_i1
TR35178-c1_g1_i3	TR22132-c1_g1_i2	TR1527-c1_g2_i1
TR29307-c0_g1_i1	TR27730-c0_g1_i1	TR1527-c2_g3_i1
TR19583-c1_g1_i1	TR16814-c0_g1_i1	TR15306-c1_g1_i1
TR48595-c0_g1_i1	TR3287-c0_g1_i1	TR15333-c0_g1_i1
TR13298-c0_g1_i1	TR1974-c0_g1_i1	TR15372-c0_g1_i1
TR27844-c0_g1_i1	TR11937-c0_g1_i1	TR15373-c0_g1_i1
TR13108-c1_g2_i1	TR19890-c0_g1_i1	TR15374-c0_g2_i1
TR51358-c0_g1_i1	TR36779-c0_g1_i1	TR15400-c58_g2_i1
TR59157-c0_g6_i1	TR15609-c0_g4_i1	TR15414-c0_g1_i1
TR35768-c0_g1_i1	TR24916-c0_g1_i1	TR15435-c0_g2_i1
TR30168-c0_g1_i1	TR20620-c0_g1_i3	TR15474-c0_g1_i2
TR48429-c2_g2_i2	TR12581-c2_g1_i3	TR15480-c3_g1_i10
TR60816-c0_g3_i2	TR48253-c0_g1_i3	TR15481-c0_g1_i2
TR58393-c1_g1_i1	TR37113-c0_g1_i1	TR15526-c2_g1_i1
TR51912-c1_g4_i1	TR41092-c0_g3_i1	TR1553-c0_g1_i1
TR44564-c0_g2_i1	TR4192-c0_g2_i1	TR1557-c0_g1_i1
TR25059-c0_g2_i1	TR31101-c1_g1_i1	TR15575-c0_g1_i1
TR42914-c0_g1_i1	TR25885-c0_g1_i1	NA
TR2157-c13_g5_i2	TR14057-c2_g1_i1	TR15580-c0_g1_i1
TR32872-c2_g2_i1	TR7163-c0_g1_i2	TR15588-c2_g4_i1
TR12508-c0_g4_i1	TR9167-c0_g1_i2	TR15596-c0_g4_i1
TR51480-c0_g1_i1	TR24085-c0_g1_i1	TR156-c0_g1_i1
TR7195-c0_g2_i1	TR4622-c0_g3_i1	TR15603-c1_g6_i1
TR23170-c0_g2_i3	TR34108-c5_g1_i1	TR15605-c8_g2_i2
TR50525-c0_g1_i1	TR47702-c0_g1_i2	TR15609-c0_g5_i1
TR28293-c2_g1_i1	TR10374-c3_g2_i2	TR15621-c2_g4_i1
TR28293-c0_g1_i2	TR10374-c3_g2_i10	TR15621-c2_g5_i1
TR33846-c0_g8_i1	TR15322-c0_g1_i1	TR15647-c0_g3_i1
TR56260-c1_g1_i1	TR17202-c2_g1_i1	TR15669-c0_g2_i1
TR24148-c0_g3_i2	TR19879-c0_g1_i1	TR15670-c0_g2_i1
TR45199-c1_g2_i1	TR11448-c0_g1_i1	TR15673-c0_g1_i1
TR45142-c0_g12_i1	TR3382-c0_g1_i1	TR15673-c1_g3_i1
TR38356-c0_g2_i1	TR36470-c0_g3_i1	NA
TR9081-c0_g3_i5	TR9311-c0_g1_i1	TR15674-c0_g3_i1
TR49937-c0_g1_i1	TR12297-c0_g2_i1	TR15686-c1_g1_i1
TR57163-c0_g1_i2	TR48320-c0_g4_i1	TR15697-c0_g1_i1
TR42135-c0_g4_i1	TR51318-c0_g1_i1	TR15717-c0_g2_i1
TR21659-c0_g8_i1	TR17394-c0_g7_i1	TR15727-c0_g1_i1
TR22539-c2_g2_i1	TR1715-c0_g1_i1	TR15728-c1_g3_i1
TR55279-c0_g4_i2	TR40219-c0_g1_i1	TR15734-c0_g2_i1
TR18234-c0_g1_i1	TR15029-c0_g1_i1	TR1574-c1_g1_i1
TR28133-c0_g4_i2	TR15029-c1_g2_i1	TR1574-c2_g1_i2
TR26333-c0_g7_i2	TR50990-c0_g1_i1	TR15743-c0_g6_i1
TR61533-c0_g1_i1	TR31319-c0_g2_i1	TR15756-c1_g1_i2
TR58360-c0_g1_i1	TR25249-c0_g1_i1	TR15759-c0_g1_i1
TR61258-c5_g7_i6	TR41967-c0_g1_i1	TR15763-c0_g2_i1
TR25464-c0_g1_i1	TR39214-c0_g1_i1	TR15767-c0_g1_i2
TR16003-c1_g4_i1	TR26867-c0_g2_i1	TR15788-c0_g1_i1
TR47000-c0_g2_i1	TR6421-c0_g1_i1	TR15789-c0_g1_i1
TR1537-c3_g3_i1	TR2771-c0_g1_i1	NA
TR51426-c0_g4_i1	TR6971-c0_g1_i3	TR15795-c0_g2_i1
TR38945-c0_g2_i2	TR17570-c0_g5_i1	TR15798-c1_g4_i1
TR57092-c1_g1_i2	TR33796-c0_g3_i1	TR15809-c0_g2_i1
TR34400-c1_g2_i1	TR27629-c2_g8_i1	TR15826-c1_g7_i2
TR56573-c0_g1_i1	TR10023-c0_g1_i1	TR15831-c0_g1_i1
TR56450-c1_g4_i1	TR34670-c1_g3_i3	TR15834-c2_g10_i6
TR58916-c1_g4_i1	TR20746-c0_g1_i1	TR15835-c0_g1_i1
TR4644-c0_g4_i2	TR35042-c0_g1_i2	TR15842-c0_g1_i2
TR42271-c0_g2_i1	NA	TR15850-c0_g2_i1
TR53355-c0_g19_i1	TR14963-c0_g2_i3	TR15859-c0_g2_i1
TR30219-c0_g1_i4	TR31846-c0_g1_i1	TR15868-c0_g3_i1
TR25675-c0_g3_i2	TR5216-c0_g1_i4	TR15879-c2_g3_i1
TR35950-c0_g4_i1	TR43768-c0_g1_i1	TR15885-c1_g1_i2
TR51489-c1_g1_i1	TR32279-c0_g1_i1	TR15898-c0_g1_i1
TR49752-c1_g7_i1	TR10430-c1_g5_i3	TR15917-c0_g1_i1
TR55591-c2_g4_i4	TR43307-c0_g2_i1	TR15925-c0_g1_i1
TR8911-c0_g3_i1	TR13161-c0_g1_i1	TR1594-c0_g1_i1
TR57310-c0_g3_i1	TR42711-c0_g1_i1	TR15957-c0_g1_i1
TR33956-c1_g2_i1	TR48998-c0_g1_i2	TR15970-c0_g4_i2
TR23842-c0_g2_i1	TR16059-c0_g1_i1	TR15976-c0_g2_i1
TR24382-c0_g2_i1	TR39099-c0_g1_i3	TR15982-c0_g1_i1
TR21945-c0_g2_i1	TR29807-c0_g1_i1	TR15984-c0_g1_i1
TR42929-c0_g1_i1	TR25306-c0_g3_i1	TR15985-c0_g1_i1
TR34210-c1_g3_i1	TR43668-c0_g1_i1	TR15994-c4_g3_i1
TR10378-c0_g1_i1	TR31445-c0_g1_i1	TR16008-c0_g1_i1
TR21635-c0_g1_i1	TR17798-c0_g2_i1	TR16014-c1_g1_i1
TR52276-c1_g4_i2	TR10046-c1_g1_i1	TR16014-c1_g4_i6
TR61300-c0_g1_i3	TR2428-c0_g5_i1	TR16016-c0_g4_i2
TR61300-c0_g3_i2	TR2428-c0_g6_i1	TR16016-c0_g6_i1
TR11343-c0_g2_i1	TR12115-c0_g1_i1	TR1602-c2_g1_i1
TR31433-c1_g1_i1	TR13381-c0_g2_i1	TR1605-c1_g1_i1
TR51347-c0_g1_i1	TR34208-c1_g3_i1	TR16098-c1_g1_i1
TR55563-c0_g1_i1	TR40100-c0_g1_i1	TR161-c0_g2_i1
TR54228-c0_g2_i1	TR8145-c4_g1_i1	TR16109-c0_g1_i1
TR28693-c2_g8_i1	TR36992-c0_g3_i2	TR16117-c0_g10_i2
TR20681-c1_g1_i1	TR26946-c0_g1_i1	TR16121-c1_g1_i1
TR18355-c3_g1_i4	TR28790-c0_g1_i1	TR16125-c2_g6_i1
TR42981-c0_g2_i1	TR29095-c0_g3_i1	TR16144-c0_g2_i1
TR58208-c0_g7_i1	TR10449-c0_g3_i1	TR16148-c0_g2_i1
TR42219-c1_g1_i1	TR1028-c0_g3_i1	TR16182-c0_g1_i1
TR34046-c0_g1_i3	TR41593-c1_g1_i1	TR16188-c0_g1_i1
TR34046-c0_g12_i2	TR41593-c0_g1_i2	TR16188-c2_g3_i2
TR4858-c0_g9_i1	TR27826-c0_g10_i1	TR16192-c0_g2_i1
TR772-c1_g8_i1	TR9675-c0_g1_i1	NA
TR45231-c1_g2_i1	TR28524-c0_g2_i1	TR16198-c0_g1_i1
TR49582-c1_g1_i1	TR47185-c0_g2_i3	TR16204-c0_g3_i2
TR28650-c0_g1_i3	TR24808-c0_g11_i1	TR16208-c0_g3_i1
TR16119-c0_g2_i1	TR47715-c0_g1_i1	TR16213-c0_g11_i1
TR16119-c0_g4_i1	TR47715-c0_g4_i1	TR16213-c0_g12_i1
TR54012-c1_g1_i1	TR5251-c1_g1_i1	TR16214-c0_g2_i2
TR59-c0_g1_i2	TR48387-c0_g2_i1	TR16238-c0_g1_i2
TR3259-c0_g6_i1	TR3849-c3_g3_i1	TR16240-c0_g1_i1
TR15104-c0_g1_i3	TR11437-c0_g1_i1	TR16256-c0_g2_i1
TR26762-c1_g1_i1	NA	TR16261-c3_g3_i1
TR17572-c4_g3_i1	TR51379-c1_g4_i1	TR16261-c4_g2_i2
TR60801-c0_g2_i1	TR36616-c1_g1_i2	TR16262-c0_g1_i1
TR37683-c0_g1_i1	TR24819-c0_g3_i1	TR16272-c0_g2_i1
TR59382-c2_g1_i1	TR51105-c0_g1_i1	TR16298-c5_g17_i1
TR22005-c5_g6_i1	TR47618-c0_g1_i2	TR16300-c1_g1_i1
TR48363-c1_g5_i1	TR4981-c0_g1_i1	TR16304-c10_g1_i1
TR16552-c2_g3_i1	TR11040-c11_g3_i9	TR16304-c6_g5_i7
TR27946-c0_g1_i1	TR43228-c0_g1_i1	TR16316-c0_g1_i1
TR29799-c1_g1_i1	TR3321-c0_g3_i1	TR16334-c0_g1_i1
TR48422-c0_g1_i1	TR42743-c0_g2_i1	TR16337-c1_g1_i1
TR58191-c0_g3_i1	TR17505-c0_g2_i1	TR16342-c0_g1_i3
TR37958-c0_g1_i1	TR37055-c178_g1_i1	TR16363-c0_g3_i1
TR23509-c1_g2_i1	TR39030-c0_g1_i2	TR16367-c0_g3_i1
TR51567-c4_g3_i1	TR37404-c0_g1_i1	TR1638-c0_g4_i1
TR17862-c0_g2_i1	TR26735-c0_g1_i1	TR16383-c0_g3_i1
TR16725-c0_g1_i2	TR49248-c0_g1_i1	TR16391-c0_g1_i1
TR53509-c0_g1_i2	TR18793-c0_g1_i1	TR16411-c0_g2_i1
TR45070-c0_g1_i1	TR40302-c0_g1_i1	TR16413-c0_g1_i1
TR5719-c5_g1_i1	TR17135-c1_g1_i1	TR16424-c1_g5_i1
TR5719-c5_g4_i3	TR17135-c0_g2_i1	TR16424-c1_g7_i1
TR20221-c0_g1_i1	TR39867-c0_g1_i1	TR16446-c0_g1_i1
TR29008-c0_g1_i1	TR23416-c0_g1_i1	TR16457-c0_g1_i1
TR37594-c0_g1_i1	TR23788-c0_g1_i1	TR16458-c0_g1_i1
TR54053-c0_g2_i1	TR25865-c0_g4_i1	TR1648-c0_g1_i1
TR10151-c0_g2_i1	TR37811-c0_g5_i2	TR16481-c0_g3_i1
TR14300-c0_g4_i2	TR30022-c5_g4_i1	TR16487-c4_g2_i1
TR41711-c0_g1_i1	TR32811-c0_g1_i1	TR16493-c0_g2_i2
TR26608-c0_g2_i1	TR28885-c0_g2_i1	TR16497-c0_g1_i1
TR2757-c0_g1_i1	TR47731-c0_g1_i1	TR16537-c1_g1_i1
