contig	species	dN	dS	dNdS
TR37981-c0_g1_i1	carb	0.0024	0.0380	0.0637
TR20717-c0_g1_i1	carb	0.0000	0.0042	0.0010
TR21743-c1_g1_i1	carb	0.0093	0.0183	0.5101
TR33899-c0_g1_i1	carb	0.0000	0.0075	0.0010
TR39267-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR29893-c0_g3_i1	carb	0.0048	0.1452	0.0330
TR41652-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR26130-c1_g1_i1	carb	0.0019	0.0461	0.0409
TR44989-c0_g1_i1	carb	0.0000	0.0161	0.0010
TR14095-c0_g1_i1	carb	0.0000	0.0129	0.0010
TR44152-c0_g1_i1	carb	0.1551	3.0777	0.0504
TR14329-c1_g4_i2	carb	0.0000	0.0276	0.0010
TR1136-c1_g1_i1	carb	0.0135	0.0495	0.2717
TR1136-c0_g3_i1	carb	0.0000	0.0429	0.0010
TR1136-c1_g3_i2	carb	0.0135	0.0304	0.4435
TR17587-c1_g1_i1	carb	0.0256	0.0003	99.0000
TR47101-c0_g10_i1	carb	0.0025	0.0445	0.0557
TR15788-c0_g1_i1	carb	0.0000	0.0304	0.0010
TR19807-c2_g2_i1	carb	0.0079	0.0001	99.0000
TR19807-c3_g5_i6	carb	0.0572	0.0460	1.2420
TR19807-c3_g5_i4	carb	0.0001	0.1096	0.0010
TR18096-c1_g3_i1	carb	0.0000	0.0216	0.0010
TR13220-c0_g1_i1	carb	0.0133	0.0291	0.4573
TR11708-c0_g1_i1	carb	0.0000	0.0100	0.0010
TR46181-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR27488-c0_g2_i1	carb	0.0000	0.0158	0.0010
TR9154-c0_g1_i1	carb	0.0082	0.0149	0.5519
TR31395-c0_g2_i1	carb	0.0048	0.0000	99.0000
TR32520-c0_g1_i1	carb	0.0000	0.0052	0.0010
TR46027-c1_g1_i1	carb	0.0024	0.0234	0.1036
TR44160-c1_g1_i1	carb	0.0000	0.0345	0.0010
TR33493-c0_g1_i2	carb	0.0000	0.0000	99.0000
TR35508-c0_g1_i1	carb	0.0000	0.0141	0.0010
TR16213-c0_g11_i1	carb	0.0000	0.0216	0.0010
TR16213-c0_g12_i1	carb	0.0000	0.0069	0.0010
TR37040-c0_g1_i1	carb	0.0000	0.0080	0.0010
TR18068-c0_g1_i4	carb	0.0001	0.0706	0.0010
TR31071-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR26475-c2_g5_i1	carb	0.0000	0.0000	0.0010
TR37623-c0_g2_i1	carb	0.0000	0.0000	99.0000
TR10472-c0_g1_i1	carb	0.0000	0.0193	0.0010
TR37947-c0_g2_i2	carb	0.0000	0.0000	0.0010
TR29995-c0_g1_i1	carb	0.0001	0.0834	0.0010
TR10953-c0_g1_i1	carb	0.0060	0.0743	0.0811
TR17833-c0_g1_i1	carb	0.0114	0.0509	0.2238
TR36822-c1_g1_i1	carb	0.0019	0.0619	0.0310
TR36820-c0_g2_i1	carb	0.0029	0.0367	0.0801
TR13771-c0_g2_i2	carb	0.0078	0.0508	0.1537
TR3238-c0_g1_i1	carb	0.0941	17.6364	0.0053
TR5525-c0_g1_i1	carb	0.0000	0.0449	0.0010
TR34999-c2_g4_i2	carb	0.0000	0.0230	0.0010
TR41346-c0_g1_i1	carb	0.0032	0.0319	0.1010
TR10731-c0_g2_i3	carb	0.0048	0.0296	0.1632
TR27607-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR42842-c0_g1_i1	carb	0.0077	0.0196	0.3919
TR12993-c1_g5_i1	carb	0.0046	0.0506	0.0907
TR14135-c0_g1_i2	carb	0.0663	0.0901	0.7357
TR20339-c0_g1_i1	carb	0.0000	0.0128	0.0010
TR14135-c0_g1_i1	carb	0.0000	0.0465	0.0010
TR20320-c0_g1_i1	carb	0.0080	0.0281	0.2869
TR33111-c0_g1_i1	carb	0.0011	0.0281	0.0380
TR18897-c0_g1_i1	carb	0.0000	0.0418	0.0010
TR44166-c1_g2_i1	carb	0.0039	0.0189	0.2074
TR39-c5_g1_i2	carb	0.0236	0.1042	0.2268
TR39-c2_g2_i1	carb	0.0080	0.0071	1.1403
TR39-c5_g1_i3	carb	0.0025	0.0837	0.0293
TR1788-c0_g1_i1	carb	0.0037	0.0223	0.1660
TR44361-c0_g2_i1	carb	0.0203	0.0002	99.0000
TR16304-c6_g5_i7	carb	0.0000	0.0257	0.0010
TR5271-c0_g1_i1	carb	0.0000	0.0139	0.0010
TR34527-c0_g1_i1	carb	0.0000	0.0287	0.0010
TR12966-c0_g4_i1	carb	0.0080	0.0001	99.0000
TR41288-c9_g3_i1	carb	0.0201	4.7966	0.0042
TR14919-c1_g1_i1	carb	0.0060	0.0378	0.1600
TR36591-c1_g3_i1	carb	0.0000	0.0000	0.0010
TR45592-c0_g8_i2	carb	0.0000	0.0325	0.0010
TR28265-c0_g1_i1	carb	0.0079	0.0263	0.2997
TR24432-c1_g1_i2	carb	0.0050	0.0186	0.2661
TR16391-c0_g1_i1	carb	0.0000	0.0298	0.0010
TR39375-c0_g1_i1	carb	0.0068	0.0613	0.1104
TR5321-c0_g1_i1	carb	0.0001	0.0686	0.0010
TR3451-c0_g1_i1	carb	0.0001	0.0714	0.0010
TR35859-c0_g2_i2	carb	0.0000	0.0311	0.0010
TR19777-c1_g3_i1	carb	0.0000	0.0000	99.0000
TR29932-c0_g3_i1	carb	0.0000	0.0364	0.0010
TR42516-c5_g3_i3	carb	0.0000	0.0201	0.0010
TR4350-c0_g9_i1	carb	0.0000	0.0272	0.0010
TR4350-c0_g11_i1	carb	0.0000	0.0000	0.0010
TR30124-c0_g1_i1	carb	0.0000	0.0299	0.0010
TR27142-c0_g1_i1	carb	0.0000	0.0318	0.0010
TR27142-c0_g9_i1	carb	0.0000	0.0440	0.0010
TR26074-c0_g1_i2	carb	0.0000	0.0000	2.2776
TR3268-c0_g3_i1	carb	0.0127	0.0424	0.2983
TR44109-c0_g1_i2	carb	0.0000	0.0000	0.0010
TR17159-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR20099-c0_g2_i1	carb	0.0000	0.0152	0.0010
TR18418-c2_g1_i1	carb	0.0000	0.0123	0.0010
TR35151-c3_g10_i1	carb	0.1013	0.2567	0.3945
TR21849-c1_g2_i1	carb	0.0000	0.0430	0.0010
TR25286-c0_g1_i1	carb	0.0000	0.0209	0.0010
TR20956-c0_g1_i1	carb	0.0000	0.0000	1.5588
TR13784-c0_g1_i1	carb	0.0000	0.0408	0.0010
TR4558-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR29647-c4_g3_i1	carb	0.0000	0.0000	0.0010
TR34176-c1_g3_i1	carb	0.0198	0.1011	0.1960
TR34176-c3_g1_i1	carb	0.0000	0.0414	0.0010
TR27426-c0_g6_i1	carb	0.0038	0.0280	0.1354
TR1201-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR1201-c0_g3_i1	carb	0.0117	0.0001	99.0000
TR29407-c0_g1_i1	carb	0.0000	0.0364	0.0010
TR19294-c2_g1_i1	carb	0.0342	1.4751	0.0232
TR33701-c0_g1_i1	carb	0.0000	0.0163	0.0010
TR29970-c0_g1_i1	carb	0.0000	0.0429	0.0010
TR7176-c1_g3_i1	carb	0.0000	0.0342	0.0010
TR33605-c0_g1_i1	carb	0.0000	0.0210	0.0010
TR46641-c2_g3_i1	carb	0.0000	0.0000	0.0010
TR14372-c0_g1_i1	carb	0.0000	0.0280	0.0010
TR3918-c0_g1_i1	carb	0.0000	0.0083	0.0010
TR22414-c1_g1_i1	carb	0.0000	0.0149	0.0010
TR47298-c3_g1_i1	carb	0.0000	0.0266	0.0010
TR35149-c0_g1_i4	carb	0.0040	0.0149	0.2692
TR30337-c0_g1_i1	carb	0.0000	0.0361	0.0010
TR32808-c1_g1_i1	carb	0.0000	0.0000	1.9140
TR5814-c0_g2_i1	carb	0.0000	0.0443	0.0010
TR40696-c0_g2_i1	carb	0.0848	0.4711	0.1800
TR715-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR18982-c0_g1_i1	carb	0.0074	0.0371	0.1999
TR2075-c0_g1_i1	carb	0.0000	0.0074	0.0010
TR32210-c10_g2_i2	carb	0.0000	0.0000	2.0011
TR37860-c0_g1_i1	carb	0.0000	0.0348	0.0010
TR10823-c0_g1_i1	carb	0.0008	0.0358	0.0226
TR42323-c1_g1_i2	carb	0.0146	0.0280	0.5230
TR47168-c0_g2_i1	carb	0.0601	0.0991	0.6066
TR10833-c1_g2_i1	carb	0.0130	0.0001	99.0000
TR10833-c1_g4_i1	carb	0.0000	0.0000	0.0010
TR5297-c0_g6_i3	carb	0.0072	0.0270	0.2650
TR41856-c0_g1_i1	carb	0.0019	0.0000	99.0000
TR39376-c0_g2_i2	carb	0.0128	0.0378	0.3384
TR19993-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR16261-c4_g2_i2	carb	0.0000	0.0364	0.0010
TR9143-c0_g2_i1	carb	0.0000	0.0093	0.0010
TR11515-c0_g4_i1	carb	0.0000	0.0199	0.0010
TR38624-c0_g2_i2	carb	0.0299	0.0424	0.7063
TR37682-c2_g1_i1	carb	0.0000	0.0217	0.0010
TR37682-c2_g9_i1	carb	0.0000	0.0153	0.0010
TR37682-c2_g13_i1	carb	0.0000	0.0233	0.0010
TR42137-c1_g2_i1	carb	0.0000	0.0144	0.0010
TR7012-c1_g4_i1	carb	0.0000	0.0336	0.0010
TR42535-c3_g11_i2	carb	0.0168	1.2565	0.0133
TR35774-c0_g2_i1	carb	0.0000	0.0161	0.0010
TR35774-c0_g1_i1	carb	0.0141	0.0001	99.0000
TR27691-c1_g2_i1	carb	0.0669	22.6411	0.0030
TR47621-c0_g2_i1	carb	0.0000	0.0094	0.0010
TR5312-c1_g3_i1	carb	0.0000	0.0135	0.0010
TR47243-c1_g1_i1	carb	0.0000	0.0341	0.0010
TR39454-c0_g1_i1	carb	0.0052	0.1127	0.0458
TR46086-c0_g3_i2	carb	0.0000	0.0000	99.0000
TR46018-c0_g1_i1	carb	0.0038	0.0000	99.0000
TR40690-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR6066-c0_g2_i1	carb	0.0000	0.0135	0.0010
TR47675-c0_g2_i1	carb	0.0647	2.4081	0.0269
TR13893-c0_g1_i1	carb	0.0146	0.0372	0.3913
TR21896-c0_g1_i1	carb	0.0000	0.0395	0.0010
TR816-c0_g2_i1	carb	0.0115	0.0001	99.0000
TR16383-c0_g3_i1	carb	0.0000	0.0221	0.0010
TR14711-c0_g1_i1	carb	0.0000	0.0297	0.0010
TR9017-c0_g2_i1	carb	0.0572	0.0353	1.6204
TR21539-c2_g1_i1	carb	0.0090	0.0226	0.4003
TR44481-c1_g3_i1	carb	0.0001	0.0518	0.0010
TR9248-c3_g1_i1	carb	0.0000	0.0095	0.0010
TR7012-c0_g2_i1	carb	0.0000	0.0189	0.0010
TR244-c0_g3_i2	carb	0.0000	0.0280	0.0010
TR26807-c0_g1_i2	carb	0.0001	0.0609	0.0010
TR47114-c0_g11_i1	carb	0.0039	0.0187	0.2082
TR30959-c0_g5_i1	carb	0.0001	0.0810	0.0010
TR24627-c0_g1_i2	carb	0.0732	0.0844	0.8668
TR7095-c0_g1_i1	carb	0.0000	0.0145	0.0010
TR36890-c0_g2_i1	carb	0.0000	0.0132	0.0010
TR5659-c1_g7_i1	carb	0.0000	0.0000	99.0000
TR5659-c1_g5_i1	carb	0.0045	0.0558	0.0808
TR8093-c0_g1_i1	carb	0.0000	0.0305	0.0010
TR11199-c2_g1_i1	carb	0.0000	0.0000	0.0010
TR21165-c1_g2_i1	carb	0.0000	0.0000	0.0010
TR19931-c5_g1_i1	carb	0.0001	0.0528	0.0010
TR32819-c4_g1_i2	carb	0.0146	0.0184	0.7957
TR27903-c3_g4_i1	carb	0.0125	0.0001	99.0000
TR11692-c0_g1_i1	carb	0.0000	0.0000	0.3540
TR35361-c2_g3_i1	carb	0.0404	0.2203	0.1836
TR33374-c1_g1_i1	carb	0.0000	0.0156	0.0010
TR41842-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR40775-c0_g4_i2	carb	0.0119	0.0155	0.7633
TR45641-c0_g1_i1	carb	0.0458	0.1051	0.4361
TR20703-c0_g5_i2	carb	0.0000	0.0309	0.0010
TR20703-c0_g4_i1	carb	0.0000	0.0344	0.0010
TR1574-c1_g1_i1	carb	0.0540	0.0216	2.4938
TR26840-c0_g1_i1	carb	0.0000	0.0095	0.0010
TR32635-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR18970-c0_g1_i1	carb	0.0001	0.0510	0.0010
TR41156-c0_g4_i1	carb	0.0001	0.1366	0.0010
TR40594-c0_g1_i1	carb	0.0000	0.0191	0.0010
TR16902-c0_g1_i3	carb	0.0045	0.0000	99.0000
TR16125-c2_g6_i1	carb	0.0001	0.0544	0.0010
TR25874-c0_g1_i2	carb	0.0009	0.0105	0.0879
TR37303-c0_g1_i1	carb	0.0066	0.0164	0.3997
TR9627-c0_g6_i1	carb	0.0000	0.0184	0.0010
TR9627-c0_g2_i1	carb	0.0000	0.0247	0.0010
TR5327-c0_g1_i1	carb	0.0542	0.0707	0.7667
TR18369-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR240-c1_g1_i1	carb	0.0000	0.0191	0.0010
TR4188-c1_g4_i1	carb	0.0000	0.0354	0.0010
TR3680-c0_g1_i2	carb	0.0054	0.1072	0.0501
TR35106-c0_g1_i1	carb	0.0041	0.0163	0.2497
TR8574-c0_g1_i1	carb	0.0001	0.0503	0.0010
TR11102-c0_g2_i3	carb	0.0000	0.0481	0.0010
TR14924-c0_g3_i1	carb	0.0041	0.0000	99.0000
TR24344-c0_g1_i3	carb	0.0000	0.0130	0.0010
TR45546-c0_g2_i1	carb	0.0179	0.0002	99.0000
TR8850-c0_g2_i1	carb	0.0126	0.0173	0.7304
TR24057-c0_g2_i1	carb	0.0000	0.0097	0.0010
TR46499-c1_g2_i1	carb	0.0048	0.0290	0.1650
TR33060-c0_g1_i1	carb	0.0000	0.0485	0.0010
TR1081-c0_g5_i2	carb	0.0000	0.0150	0.0010
TR2455-c0_g2_i1	carb	0.0000	0.0176	0.0010
TR22814-c0_g2_i5	carb	0.0000	0.0000	3.7051
TR42996-c0_g1_i4	carb	0.0062	0.0107	0.5750
TR42996-c0_g3_i1	carb	0.0000	0.0000	3.7633
TR26001-c0_g1_i1	carb	0.0150	0.0292	0.5139
TR3011-c1_g2_i1	carb	0.0000	0.0337	0.0010
TR33415-c0_g1_i2	carb	0.0000	0.0294	0.0010
TR31148-c0_g5_i1	carb	0.0000	0.0000	99.0000
TR31148-c0_g1_i1	carb	0.0000	0.0000	0.1108
TR35629-c0_g1_i1	carb	0.0158	0.0306	0.5172
TR26650-c1_g1_i1	carb	0.0000	0.0471	0.0010
TR47442-c0_g1_i1	carb	0.0673	67.3003	0.0010
TR31169-c0_g3_i1	carb	0.0000	0.0000	2.0008
TR44447-c1_g1_i1	carb	0.0000	0.0148	0.0010
TR33584-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR11870-c0_g5_i1	carb	0.0350	0.0853	0.4100
TR40721-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR25624-c0_g8_i1	carb	0.0000	0.0000	0.0010
TR38997-c0_g1_i1	carb	0.0000	0.0000	0.2470
TR32705-c4_g1_i1	carb	0.0000	0.0000	1.9998
TR24955-c0_g1_i1	carb	0.0156	0.2206	0.0709
TR30131-c0_g2_i1	carb	0.0001	0.0675	0.0010
TR78-c0_g1_i3	carb	0.0248	0.1027	0.2415
TR4376-c0_g1_i1	carb	0.0000	0.0241	0.0010
TR27949-c0_g2_i1	carb	0.0000	0.0000	2.0017
TR35617-c1_g2_i1	carb	0.0000	0.0176	0.0010
TR6430-c2_g1_i1	carb	0.0010	0.0285	0.0369
TR19558-c0_g4_i1	carb	0.0078	0.0096	0.8096
TR40791-c0_g2_i1	carb	0.0715	3.0927	0.0231
TR37162-c2_g7_i1	carb	0.0115	0.0276	0.4169
TR37162-c2_g5_i1	carb	0.0000	0.0116	0.0010
TR45088-c0_g1_i3	carb	0.0000	0.0000	0.3490
TR871-c0_g6_i1	carb	0.0045	0.0660	0.0683
TR26755-c15_g1_i1	carb	0.0000	0.0129	0.0010
TR9841-c2_g1_i1	carb	0.0001	0.0579	0.0010
TR21092-c1_g1_i1	carb	0.0000	0.0322	0.0010
TR30215-c1_g2_i1	carb	0.0000	0.0267	0.0010
TR34592-c0_g1_i1	carb	0.0050	0.0001	99.0000
TR22067-c2_g1_i6	carb	0.0000	0.0000	99.0000
TR22067-c0_g1_i1	carb	0.0000	0.0000	2.0016
TR11191-c0_g1_i2	carb	0.0071	0.0203	0.3483
TR31819-c0_g1_i1	carb	0.0000	0.0155	0.0010
TR31342-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR17904-c1_g1_i1	carb	0.0000	0.0205	0.0010
TR22758-c0_g1_i1	carb	0.0000	0.0000	1.9998
TR5590-c0_g1_i1	carb	0.0000	0.0173	0.0010
TR30388-c0_g1_i2	carb	0.0000	0.0237	0.0010
TR9306-c1_g1_i2	carb	0.0015	0.0168	0.0913
TR33569-c0_g1_i1	carb	0.0000	0.0118	0.0010
TR17921-c2_g1_i2	carb	0.0000	0.0146	0.0010
TR12510-c1_g2_i1	carb	0.0056	0.0521	0.1072
TR12027-c0_g1_i2	carb	0.0053	0.0001	99.0000
TR27554-c0_g1_i4	carb	0.0052	0.0058	0.9060
TR36731-c0_g1_i1	carb	0.0304	0.0472	0.6434
TR17096-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR23867-c0_g8_i1	carb	0.0166	0.0550	0.3015
TR41224-c0_g1_i1	carb	0.0000	0.0388	0.0010
TR37224-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR20198-c1_g1_i1	carb	0.0280	6.4813	0.0043
TR29255-c2_g1_i1	carb	0.0050	0.0776	0.0644
TR29255-c1_g1_i1	carb	0.0000	0.0380	0.0010
TR7799-c0_g1_i1	carb	0.0033	0.0398	0.0834
TR26346-c1_g2_i1	carb	0.0001	0.0534	0.0010
TR39989-c0_g5_i1	carb	0.0027	0.0206	0.1329
TR31696-c0_g1_i1	carb	0.0036	0.0414	0.0866
TR27478-c1_g1_i1	carb	0.0049	0.0525	0.0937
TR47356-c0_g3_i3	carb	0.0000	0.0281	0.0010
TR37363-c0_g1_i2	carb	0.0036	1.6671	0.0022
TR17285-c5_g1_i5	carb	0.0000	0.0000	0.2947
TR15306-c1_g1_i1	carb	0.0000	0.0000	0.0241
TR44370-c0_g1_i1	carb	0.0202	0.0002	99.0000
TR2660-c0_g2_i1	carb	0.0000	0.0434	0.0010
TR8111-c0_g2_i1	carb	0.0115	0.0959	0.1201
TR46348-c0_g2_i1	carb	0.0607	0.1727	0.3515
TR6913-c1_g1_i1	carb	0.0031	0.0051	0.6191
TR6913-c0_g1_i1	carb	0.0056	0.0187	0.2984
TR37688-c0_g1_i1	carb	0.0000	0.0210	0.0010
TR17721-c0_g1_i3	carb	0.0000	0.0000	0.6087
TR18473-c0_g1_i1	carb	0.0002	0.2255	0.0010
TR29238-c0_g1_i2	carb	0.0163	0.0088	1.8422
TR563-c0_g1_i1	carb	0.0000	0.0119	0.0010
TR6484-c1_g1_i1	carb	0.0095	0.0311	0.3062
TR22908-c0_g1_i1	carb	0.0000	0.0364	0.0010
TR39154-c3_g1_i1	carb	0.0000	0.0000	0.0010
TR40199-c0_g3_i1	carb	0.0000	0.0445	0.0010
TR21237-c0_g1_i3	carb	0.0000	0.0000	99.0000
TR11622-c0_g6_i1	carb	0.0001	0.0537	0.0010
TR34654-c0_g1_i1	carb	0.0000	0.0065	0.0010
TR35757-c1_g1_i2	carb	0.0025	0.0177	0.1403
TR35757-c2_g2_i1	carb	0.0000	0.0254	0.0010
TR19966-c0_g1_i1	carb	0.0069	0.0244	0.2822
TR7652-c0_g8_i4	carb	0.0000	0.0147	0.0010
TR36994-c1_g1_i1	carb	0.0211	0.0779	0.2701
TR29698-c0_g1_i2	carb	0.0585	1.8481	0.0317
TR35208-c1_g3_i1	carb	0.0000	0.0244	0.0010
TR39993-c0_g3_i1	carb	0.0000	0.0176	0.0010
TR44916-c0_g1_i1	carb	0.0000	0.0124	0.0010
TR26753-c0_g4_i2	carb	0.0596	0.0767	0.7768
TR32213-c1_g2_i1	carb	0.0000	0.0226	0.0010
TR36169-c0_g6_i1	carb	0.0000	0.0000	2.0142
TR2686-c1_g1_i1	carb	0.0149	0.1166	0.1279
TR6170-c0_g3_i1	carb	0.0001	0.0800	0.0010
TR37953-c0_g3_i1	carb	0.0000	0.0147	0.0010
TR8419-c0_g1_i1	carb	0.0000	0.0071	0.0010
TR8491-c0_g1_i2	carb	0.0116	0.0203	0.5709
TR18886-c1_g2_i1	carb	0.0029	0.0411	0.0694
TR24822-c1_g2_i1	carb	0.0000	0.0379	0.0010
TR28493-c0_g2_i1	carb	0.0127	0.0520	0.2447
TR46575-c2_g1_i2	carb	0.0002	0.2124	0.0010
TR112-c0_g1_i1	carb	0.0069	0.0269	0.2568
TR2308-c0_g1_i1	carb	0.0000	0.0403	0.0010
TR8183-c0_g1_i2	carb	0.0000	0.0047	0.0010
TR5985-c0_g5_i1	carb	0.0001	0.1408	0.0010
TR44828-c0_g1_i1	carb	0.0000	0.0131	0.0010
TR44828-c0_g9_i1	carb	0.0037	0.0346	0.1083
TR28071-c1_g7_i1	carb	0.0000	0.0077	0.0010
TR21385-c0_g1_i1	carb	0.0000	0.0120	0.0010
TR29206-c0_g1_i1	carb	0.0053	0.0339	0.1578
TR22743-c1_g1_i1	carb	0.0053	0.0049	1.0811
TR3913-c2_g4_i2	carb	0.0000	0.0409	0.0010
TR38318-c0_g2_i2	carb	0.0000	0.0400	0.0010
TR14551-c0_g3_i1	carb	0.0001	0.0652	0.0010
TR16446-c0_g1_i1	carb	0.0000	0.0000	1.9992
TR24309-c0_g1_i1	carb	0.0000	0.0115	0.0010
TR19328-c1_g1_i1	carb	0.0000	0.0000	0.0010
TR32852-c1_g2_i1	carb	0.0000	0.0321	0.0010
TR28208-c0_g2_i1	carb	0.0000	0.0217	0.0010
TR24280-c0_g4_i1	carb	0.0673	2.3544	0.0286
TR17974-c0_g1_i1	carb	0.0000	0.0357	0.0010
TR32908-c0_g1_i1	carb	0.0000	0.0115	0.0010
TR20645-c3_g1_i2	carb	0.0047	0.0095	0.5012
TR5390-c0_g6_i1	carb	0.0000	0.0161	0.0010
TR5390-c0_g8_i1	carb	0.0000	0.0264	0.0010
TR16748-c0_g1_i1	carb	0.0000	0.0109	0.0010
TR13096-c0_g2_i1	carb	0.0000	0.0202	0.0010
TR45170-c0_g2_i1	carb	0.0451	2.2585	0.0200
TR7122-c0_g1_i1	carb	0.0100	0.0184	0.5401
TR1205-c0_g1_i1	carb	0.0000	0.0232	0.0010
TR37340-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR19235-c1_g1_i2	carb	0.0000	0.0234	0.0010
TR40173-c0_g1_i1	carb	0.0000	0.0250	0.0010
TR41658-c0_g2_i1	carb	0.0000	0.0000	99.0000
TR41658-c1_g1_i1	carb	0.0062	0.0413	0.1494
TR44856-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR32485-c0_g1_i1	carb	0.0000	0.0281	0.0010
TR2385-c0_g1_i1	carb	0.0081	0.1198	0.0674
TR511-c0_g1_i1	carb	0.0062	0.0335	0.1835
TR511-c1_g1_i1	carb	0.0105	0.0487	0.2162
TR39118-c1_g1_i1	carb	0.0256	0.0616	0.4163
TR16121-c1_g1_i1	carb	0.0000	0.0000	0.2390
TR4068-c1_g1_i2	carb	0.0000	0.0000	0.0010
TR9097-c0_g1_i1	carb	0.0169	0.0579	0.2925
TR34164-c0_g1_i1	carb	0.0000	0.0209	0.0010
TR30281-c0_g2_i1	carb	0.0042	0.0307	0.1366
TR207-c0_g1_i1	carb	0.0000	0.0228	0.0010
TR10376-c0_g1_i1	carb	0.0000	0.0118	0.0010
TR4906-c0_g1_i1	carb	0.0000	0.0356	0.0010
TR42106-c0_g1_i1	carb	0.0177	0.0207	0.8568
TR42339-c1_g1_i1	carb	0.0001	0.0949	0.0010
TR4082-c1_g2_i1	carb	0.0000	0.0339	0.0010
TR22199-c0_g2_i1	carb	0.0000	0.0000	0.1540
TR25382-c3_g3_i1	carb	0.0000	0.0124	0.0010
TR47666-c0_g1_i1	carb	0.0000	0.0067	0.0010
TR36336-c3_g1_i1	carb	0.0000	0.0000	2.0011
TR10325-c0_g2_i1	carb	0.0000	0.0000	0.0010
TR40658-c1_g1_i1	carb	0.0001	0.0703	0.0010
TR28416-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR18797-c0_g7_i1	carb	0.0001	0.0513	0.0010
TR17300-c0_g1_i1	carb	0.0001	0.0569	0.0010
TR10858-c0_g1_i1	carb	0.0001	0.0604	0.0010
TR3197-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR32135-c0_g10_i1	carb	0.0000	0.0000	0.0010
TR24541-c0_g6_i1	carb	0.0000	0.0000	99.0000
TR24541-c0_g9_i2	carb	0.0000	0.0115	0.0010
TR36005-c0_g2_i1	carb	0.0015	0.0203	0.0719
TR1786-c0_g1_i1	carb	0.0000	0.0202	0.0010
TR37383-c0_g1_i2	carb	0.0041	0.0517	0.0784
TR28330-c0_g1_i1	carb	0.0030	0.0326	0.0925
TR40683-c1_g1_i1	carb	0.0000	0.0256	0.0010
TR14628-c1_g2_i1	carb	0.0000	0.0000	0.0010
TR30299-c0_g1_i1	carb	0.0362	0.0981	0.3690
TR36281-c0_g1_i1	carb	0.0079	0.0419	0.1893
TR8264-c1_g2_i1	carb	0.0000	0.0065	0.0010
TR3229-c0_g1_i1	carb	0.0001	0.0756	0.0010
TR43289-c0_g3_i2	carb	0.0000	0.0412	0.0010
TR47360-c0_g1_i1	carb	0.0248	0.1004	0.2473
TR42846-c0_g1_i1	carb	0.0000	0.0467	0.0010
TR23513-c2_g1_i1	carb	0.0030	0.0268	0.1105
TR5415-c7_g2_i1	carb	0.0000	0.0452	0.0010
TR40611-c1_g1_i2	carb	0.0028	0.0079	0.3572
TR40611-c1_g1_i1	carb	0.0762	0.2063	0.3695
TR18976-c0_g1_i1	carb	0.0000	0.0073	0.0010
TR23133-c0_g3_i1	carb	0.0066	0.1267	0.0523
TR28413-c0_g1_i1	carb	0.0056	0.0237	0.2345
TR32954-c0_g1_i1	carb	0.0000	0.0255	0.0010
TR40969-c1_g2_i1	carb	0.0001	0.0552	0.0010
TR46958-c0_g1_i1	carb	0.0000	0.0255	0.0010
TR26121-c0_g2_i2	carb	0.0039	0.0066	0.5853
TR12888-c0_g2_i1	carb	0.0000	0.0000	1.9396
TR20132-c0_g1_i3	carb	0.0000	0.0451	0.0010
TR26334-c0_g1_i1	carb	0.0000	0.0000	2.0001
TR18700-c0_g2_i1	carb	0.0088	0.0425	0.2072
TR18700-c0_g4_i1	carb	0.0000	0.0251	0.0010
TR10647-c1_g1_i1	carb	0.0001	0.0799	0.0010
TR20334-c0_g4_i1	carb	0.0000	0.0095	0.0010
TR25492-c1_g3_i1	carb	0.0092	0.0150	0.6157
TR38781-c0_g1_i1	carb	0.0000	0.0115	0.0010
TR45002-c0_g5_i2	carb	0.0043	0.0202	0.2129
TR25696-c4_g2_i1	carb	0.0041	0.0342	0.1189
TR40302-c0_g5_i1	carb	0.0000	0.0380	0.0010
TR12148-c0_g2_i1	carb	0.0001	0.0509	0.0010
TR13429-c0_g1_i1	carb	0.0122	0.0174	0.7036
TR29714-c0_g1_i2	carb	0.0001	0.0540	0.0010
TR15580-c0_g1_i1	carb	0.0041	0.0343	0.1202
TR13836-c1_g1_i1	carb	0.0000	0.0000	2.0002
