contig	species	dN	dS	dNdS
TR15754-c1_g3_i2	macro	0.0024	0.0380	0.0637
TR15777-c0_g3_i1	macro	0.0000	0.0042	0.0010
TR15791-c0_g1_i1	macro	0.0093	0.0183	0.5101
TR15792-c0_g2_i1	macro	0.0000	0.0075	0.0010
TR15808-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR15837-c0_g1_i1	macro	0.0048	0.1452	0.0330
TR15868-c0_g1_i1	macro	0.0000	0.0000	99.0000
TR15909-c1_g1_i1	macro	0.0019	0.0461	0.0409
TR15912-c0_g4_i1	macro	0.0000	0.0161	0.0010
TR15917-c1_g1_i1	macro	0.0000	0.0129	0.0010
TR15918-c0_g1_i1	macro	0.1551	3.0777	0.0504
TR15928-c3_g1_i2	macro	0.0000	0.0276	0.0010
TR15931-c0_g2_i1	macro	0.0135	0.0495	0.2717
TR15931-c2_g1_i1	macro	0.0000	0.0429	0.0010
TR15931-c2_g2_i1	macro	0.0135	0.0304	0.4435
TR15976-c0_g2_i1	macro	0.0256	0.0003	99.0000
TR15977-c0_g5_i2	macro	0.0025	0.0445	0.0557
TR16003-c1_g4_i1	macro	0.0000	0.0304	0.0010
TR16025-c0_g1_i2	macro	0.0079	0.0001	99.0000
TR16025-c2_g14_i1	macro	0.0572	0.0460	1.2420
TR16025-c2_g15_i1	macro	0.0001	0.1096	0.0010
TR16027-c0_g2_i1	macro	0.0000	0.0216	0.0010
TR16043-c0_g1_i1	macro	0.0133	0.0291	0.4573
TR16044-c0_g1_i1	macro	0.0000	0.0100	0.0010
TR16044-c1_g3_i2	macro	0.0000	0.0000	0.0010
TR16048-c0_g2_i1	macro	0.0000	0.0158	0.0010
TR1604-c3_g4_i1	macro	0.0082	0.0149	0.5519
TR1604-c3_g5_i1	macro	0.0048	0.0000	99.0000
TR16069-c0_g2_i2	macro	0.0000	0.0052	0.0010
TR1607-c1_g1_i1	macro	0.0024	0.0234	0.1036
TR1607-c2_g1_i1	macro	0.0000	0.0345	0.0010
TR16102-c0_g11_i1	macro	0.0000	0.0000	99.0000
TR16115-c0_g2_i1	macro	0.0000	0.0141	0.0010
TR16119-c0_g2_i1	macro	0.0000	0.0216	0.0010
TR16119-c0_g4_i1	macro	0.0000	0.0069	0.0010
TR16121-c1_g2_i1	macro	0.0000	0.0080	0.0010
TR1612-c2_g4_i3	macro	0.0001	0.0706	0.0010
TR16132-c0_g3_i1	macro	0.0000	0.0000	0.0010
TR16132-c1_g3_i2	macro	0.0000	0.0000	0.0010
TR16134-c0_g2_i1	macro	0.0000	0.0000	99.0000
TR16171-c0_g1_i2	macro	0.0000	0.0193	0.0010
TR16179-c0_g6_i5	macro	0.0000	0.0000	0.0010
TR16202-c0_g1_i1	macro	0.0001	0.0834	0.0010
TR16237-c0_g1_i1	macro	0.0060	0.0743	0.0811
TR16241-c0_g4_i2	macro	0.0114	0.0509	0.2238
TR16249-c1_g2_i1	macro	0.0019	0.0619	0.0310
TR16253-c1_g2_i1	macro	0.0029	0.0367	0.0801
TR16262-c0_g1_i1	macro	0.0078	0.0508	0.1537
TR16273-c0_g1_i1	macro	0.0941	17.6364	0.0053
TR16275-c0_g1_i3	macro	0.0000	0.0449	0.0010
TR16295-c0_g1_i1	macro	0.0000	0.0230	0.0010
TR16301-c1_g1_i2	macro	0.0032	0.0319	0.1010
TR1632-c1_g1_i1	macro	0.0048	0.0296	0.1632
TR16340-c0_g1_i2	macro	0.0000	0.0000	0.0010
TR16393-c1_g1_i1	macro	0.0077	0.0196	0.3919
TR16400-c0_g1_i1	macro	0.0046	0.0506	0.0907
TR16403-c0_g1_i1	macro	0.0663	0.0901	0.7357
TR16403-c1_g1_i1	macro	0.0000	0.0128	0.0010
TR16403-c3_g1_i1	macro	0.0000	0.0465	0.0010
TR16405-c1_g1_i2	macro	0.0080	0.0281	0.2869
TR16416-c0_g1_i1	macro	0.0011	0.0281	0.0380
TR16455-c0_g2_i1	macro	0.0000	0.0418	0.0010
TR1647-c0_g1_i1	macro	0.0039	0.0189	0.2074
TR1649-c1_g3_i2	macro	0.0236	0.1042	0.2268
TR1649-c2_g1_i1	macro	0.0080	0.0071	1.1403
TR1649-c3_g1_i1	macro	0.0025	0.0837	0.0293
TR16530-c0_g1_i1	macro	0.0037	0.0223	0.1660
TR16550-c0_g1_i1	macro	0.0203	0.0002	99.0000
TR16552-c2_g3_i1	macro	0.0000	0.0257	0.0010
TR16569-c0_g6_i1	macro	0.0000	0.0139	0.0010
TR16624-c0_g4_i1	macro	0.0000	0.0287	0.0010
TR16630-c0_g2_i1	macro	0.0080	0.0001	99.0000
TR16644-c0_g1_i2	macro	0.0201	4.7966	0.0042
TR16645-c0_g2_i1	macro	0.0060	0.0378	0.1600
TR16659-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR16674-c0_g1_i1	macro	0.0000	0.0325	0.0010
TR16686-c0_g2_i1	macro	0.0079	0.0263	0.2997
TR16690-c0_g2_i1	macro	0.0050	0.0186	0.2661
TR16725-c0_g1_i2	macro	0.0000	0.0298	0.0010
TR16760-c0_g2_i2	macro	0.0068	0.0613	0.1104
TR16770-c0_g1_i1	macro	0.0001	0.0686	0.0010
TR16813-c0_g1_i1	macro	0.0001	0.0714	0.0010
TR16839-c2_g6_i1	macro	0.0000	0.0311	0.0010
TR16842-c0_g5_i1	macro	0.0000	0.0000	99.0000
TR1685-c0_g2_i3	macro	0.0000	0.0364	0.0010
TR16860-c0_g1_i1	macro	0.0000	0.0201	0.0010
TR16878-c0_g1_i1	macro	0.0000	0.0272	0.0010
TR16878-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR1687-c0_g1_i1	macro	0.0000	0.0299	0.0010
TR16898-c0_g3_i1	macro	0.0000	0.0318	0.0010
TR16898-c0_g6_i1	macro	0.0000	0.0440	0.0010
TR16942-c0_g1_i2	macro	0.0000	0.0000	2.2776
TR16961-c0_g6_i1	macro	0.0127	0.0424	0.2983
TR16968-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR1698-c0_g6_i1	macro	0.0000	0.0000	0.0010
TR1699-c1_g2_i3	macro	0.0000	0.0152	0.0010
TR17016-c0_g2_i1	macro	0.0000	0.0123	0.0010
TR17023-c2_g6_i1	macro	0.1013	0.2567	0.3945
TR17042-c0_g3_i1	macro	0.0000	0.0430	0.0010
TR17046-c2_g4_i1	macro	0.0000	0.0209	0.0010
TR17092-c1_g2_i1	macro	0.0000	0.0000	1.5588
TR17103-c1_g1_i3	macro	0.0000	0.0408	0.0010
TR17126-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR17127-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR17148-c0_g1_i1	macro	0.0198	0.1011	0.1960
TR17148-c1_g1_i1	macro	0.0000	0.0414	0.0010
TR17167-c2_g2_i1	macro	0.0038	0.0280	0.1354
TR17167-c3_g10_i3	macro	0.0000	0.0000	0.0010
TR17167-c3_g9_i2	macro	0.0117	0.0001	99.0000
TR17172-c0_g1_i1	macro	0.0000	0.0364	0.0010
TR17218-c0_g1_i1	macro	0.0342	1.4751	0.0232
TR17229-c0_g2_i1	macro	0.0000	0.0163	0.0010
TR17230-c0_g1_i1	macro	0.0000	0.0429	0.0010
TR17243-c0_g3_i2	macro	0.0000	0.0342	0.0010
TR1726-c0_g1_i1	macro	0.0000	0.0210	0.0010
TR17300-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR17304-c0_g1_i1	macro	0.0000	0.0280	0.0010
TR17309-c0_g1_i1	macro	0.0000	0.0083	0.0010
TR17321-c0_g1_i1	macro	0.0000	0.0149	0.0010
TR17367-c2_g3_i1	macro	0.0000	0.0266	0.0010
TR17389-c1_g3_i1	macro	0.0040	0.0149	0.2692
TR17394-c3_g1_i1	macro	0.0000	0.0361	0.0010
TR17398-c0_g2_i1	macro	0.0000	0.0000	1.9140
TR173-c0_g1_i1	macro	0.0000	0.0443	0.0010
TR17407-c1_g2_i1	macro	0.0848	0.4711	0.1800
TR17444-c0_g1_i1	macro	0.0000	0.0000	99.0000
TR17462-c0_g1_i1	macro	0.0074	0.0371	0.1999
TR17496-c0_g1_i1	macro	0.0000	0.0074	0.0010
TR17507-c0_g1_i1	macro	0.0000	0.0000	2.0011
TR17507-c5_g9_i3	macro	0.0000	0.0348	0.0010
TR17519-c12_g1_i1	macro	0.0008	0.0358	0.0226
TR17520-c0_g1_i1	macro	0.0146	0.0280	0.5230
TR17541-c1_g2_i1	macro	0.0601	0.0991	0.6066
TR17543-c0_g2_i1	macro	0.0130	0.0001	99.0000
TR17543-c1_g1_i1	macro	0.0000	0.0000	0.0010
TR17553-c0_g1_i1	macro	0.0072	0.0270	0.2650
TR17554-c1_g2_i1	macro	0.0019	0.0000	99.0000
TR17555-c0_g1_i1	macro	0.0128	0.0378	0.3384
TR17572-c3_g1_i2	macro	0.0000	0.0000	0.0010
TR17572-c4_g3_i1	macro	0.0000	0.0364	0.0010
TR17581-c0_g1_i3	macro	0.0000	0.0093	0.0010
TR17611-c0_g1_i1	macro	0.0000	0.0199	0.0010
TR17630-c0_g2_i2	macro	0.0299	0.0424	0.7063
TR17644-c3_g10_i1	macro	0.0000	0.0217	0.0010
TR17644-c3_g13_i1	macro	0.0000	0.0153	0.0010
TR17644-c3_g8_i1	macro	0.0000	0.0233	0.0010
TR17652-c0_g2_i1	macro	0.0000	0.0144	0.0010
TR17676-c0_g3_i1	macro	0.0000	0.0336	0.0010
TR17680-c1_g6_i4	macro	0.0168	1.2565	0.0133
TR17709-c0_g1_i1	macro	0.0000	0.0161	0.0010
TR17709-c0_g2_i1	macro	0.0141	0.0001	99.0000
TR17714-c0_g1_i1	macro	0.0669	22.6411	0.0030
TR17744-c0_g1_i1	macro	0.0000	0.0094	0.0010
TR17752-c1_g1_i1	macro	0.0000	0.0135	0.0010
TR17760-c0_g1_i1	macro	0.0000	0.0341	0.0010
TR17760-c1_g2_i1	macro	0.0052	0.1127	0.0458
TR17768-c0_g3_i4	macro	0.0000	0.0000	99.0000
TR17781-c0_g1_i1	macro	0.0038	0.0000	99.0000
TR17784-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR17823-c2_g3_i1	macro	0.0000	0.0135	0.0010
TR17835-c0_g1_i1	macro	0.0647	2.4081	0.0269
TR17841-c0_g1_i1	macro	0.0146	0.0372	0.3913
TR17856-c0_g1_i1	macro	0.0000	0.0395	0.0010
TR17859-c0_g1_i1	macro	0.0115	0.0001	99.0000
TR17862-c0_g2_i1	macro	0.0000	0.0221	0.0010
TR17864-c0_g2_i1	macro	0.0000	0.0297	0.0010
TR17865-c0_g1_i2	macro	0.0572	0.0353	1.6204
TR17875-c0_g1_i1	macro	0.0090	0.0226	0.4003
TR17893-c1_g2_i1	macro	0.0001	0.0518	0.0010
TR17893-c6_g1_i1	macro	0.0000	0.0095	0.0010
TR17894-c0_g3_i1	macro	0.0000	0.0189	0.0010
TR17909-c0_g1_i1	macro	0.0000	0.0280	0.0010
TR17925-c0_g2_i1	macro	0.0001	0.0609	0.0010
TR17942-c0_g2_i1	macro	0.0039	0.0187	0.2082
TR17957-c0_g4_i1	macro	0.0001	0.0810	0.0010
TR17982-c0_g1_i3	macro	0.0732	0.0844	0.8668
TR17997-c0_g3_i1	macro	0.0000	0.0145	0.0010
TR18006-c0_g1_i1	macro	0.0000	0.0132	0.0010
TR18010-c0_g3_i1	macro	0.0000	0.0000	99.0000
TR18010-c0_g4_i1	macro	0.0045	0.0558	0.0808
TR18015-c0_g1_i1	macro	0.0000	0.0305	0.0010
TR18050-c0_g1_i2	macro	0.0000	0.0000	0.0010
TR18077-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR1807-c0_g2_i1	macro	0.0001	0.0528	0.0010
TR18098-c2_g1_i1	macro	0.0146	0.0184	0.7957
TR18101-c0_g1_i1	macro	0.0125	0.0001	99.0000
TR18118-c0_g1_i1	macro	0.0000	0.0000	0.3540
TR1811-c0_g2_i2	macro	0.0404	0.2203	0.1836
TR18147-c1_g3_i1	macro	0.0000	0.0156	0.0010
TR18163-c0_g1_i2	macro	0.0000	0.0000	0.0010
TR18167-c0_g2_i1	macro	0.0119	0.0155	0.7633
TR18187-c0_g5_i1	macro	0.0458	0.1051	0.4361
TR1820-c0_g1_i2	macro	0.0000	0.0309	0.0010
TR1820-c0_g3_i1	macro	0.0000	0.0344	0.0010
TR18234-c0_g1_i1	macro	0.0540	0.0216	2.4938
TR18248-c4_g1_i1	macro	0.0000	0.0095	0.0010
TR18289-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR18302-c0_g4_i1	macro	0.0001	0.0510	0.0010
TR18306-c1_g2_i1	macro	0.0001	0.1366	0.0010
TR18333-c1_g1_i2	macro	0.0000	0.0191	0.0010
TR18351-c2_g4_i1	macro	0.0045	0.0000	99.0000
TR18355-c3_g1_i4	macro	0.0001	0.0544	0.0010
TR18373-c0_g1_i2	macro	0.0009	0.0105	0.0879
TR18382-c0_g1_i1	macro	0.0066	0.0164	0.3997
TR1839-c0_g1_i1	macro	0.0000	0.0184	0.0010
TR1839-c0_g3_i1	macro	0.0000	0.0247	0.0010
TR18415-c0_g3_i1	macro	0.0542	0.0707	0.7667
TR18426-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR18429-c0_g3_i1	macro	0.0000	0.0191	0.0010
TR18433-c0_g2_i1	macro	0.0000	0.0354	0.0010
TR1844-c1_g1_i1	macro	0.0054	0.1072	0.0501
TR1847-c1_g2_i1	macro	0.0041	0.0163	0.2497
TR1848-c0_g2_i1	macro	0.0001	0.0503	0.0010
TR18507-c0_g4_i1	macro	0.0000	0.0481	0.0010
TR18517-c0_g4_i1	macro	0.0041	0.0000	99.0000
TR18528-c1_g4_i6	macro	0.0000	0.0130	0.0010
TR18545-c0_g2_i2	macro	0.0179	0.0002	99.0000
TR18545-c0_g3_i1	macro	0.0126	0.0173	0.7304
TR18569-c0_g1_i1	macro	0.0000	0.0097	0.0010
TR18573-c1_g1_i1	macro	0.0048	0.0290	0.1650
TR18576-c0_g1_i1	macro	0.0000	0.0485	0.0010
TR1858-c1_g2_i1	macro	0.0000	0.0150	0.0010
TR18598-c0_g1_i2	macro	0.0000	0.0176	0.0010
TR18621-c0_g1_i1	macro	0.0000	0.0000	3.7051
TR18660-c0_g3_i1	macro	0.0062	0.0107	0.5750
TR18660-c0_g6_i2	macro	0.0000	0.0000	3.7633
TR18689-c0_g1_i2	macro	0.0150	0.0292	0.5139
TR18695-c1_g2_i1	macro	0.0000	0.0337	0.0010
TR18716-c0_g2_i2	macro	0.0000	0.0294	0.0010
TR1871-c0_g2_i1	macro	0.0000	0.0000	99.0000
TR1871-c0_g8_i2	macro	0.0000	0.0000	0.1108
TR18733-c0_g3_i1	macro	0.0158	0.0306	0.5172
TR18755-c0_g2_i1	macro	0.0000	0.0471	0.0010
TR18760-c0_g1_i1	macro	0.0673	67.3003	0.0010
TR18790-c0_g1_i1	macro	0.0000	0.0000	2.0008
TR18826-c1_g1_i1	macro	0.0000	0.0148	0.0010
TR18841-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR18858-c0_g1_i1	macro	0.0350	0.0853	0.4100
TR18881-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR18914-c0_g3_i1	macro	0.0000	0.0000	0.0010
TR18950-c1_g1_i1	macro	0.0000	0.0000	0.2470
TR18955-c0_g1_i1	macro	0.0000	0.0000	1.9998
TR18958-c0_g1_i1	macro	0.0156	0.2206	0.0709
TR1900-c0_g1_i1	macro	0.0001	0.0675	0.0010
TR19062-c1_g2_i1	macro	0.0248	0.1027	0.2415
TR19088-c1_g2_i2	macro	0.0000	0.0241	0.0010
TR19106-c0_g1_i1	macro	0.0000	0.0000	2.0017
TR19125-c10_g1_i1	macro	0.0000	0.0176	0.0010
TR19125-c1_g1_i1	macro	0.0010	0.0285	0.0369
TR19125-c6_g1_i1	macro	0.0078	0.0096	0.8096
TR19132-c0_g1_i1	macro	0.0715	3.0927	0.0231
TR19168-c0_g14_i1	macro	0.0115	0.0276	0.4169
TR19168-c0_g8_i1	macro	0.0000	0.0116	0.0010
TR19177-c0_g1_i1	macro	0.0000	0.0000	0.3490
TR19187-c0_g1_i1	macro	0.0045	0.0660	0.0683
TR19208-c1_g1_i1	macro	0.0000	0.0129	0.0010
TR19210-c1_g4_i1	macro	0.0001	0.0579	0.0010
TR19213-c0_g1_i1	macro	0.0000	0.0322	0.0010
TR19235-c1_g1_i1	macro	0.0000	0.0267	0.0010
TR19251-c0_g1_i1	macro	0.0050	0.0001	99.0000
TR19257-c0_g11_i1	macro	0.0000	0.0000	99.0000
TR19257-c0_g6_i2	macro	0.0000	0.0000	2.0016
TR19261-c1_g1_i1	macro	0.0071	0.0203	0.3483
TR19261-c6_g4_i1	macro	0.0000	0.0155	0.0010
TR19287-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR19308-c2_g1_i1	macro	0.0000	0.0205	0.0010
TR19310-c0_g1_i4	macro	0.0000	0.0000	1.9998
TR19317-c0_g2_i1	macro	0.0000	0.0173	0.0010
TR19318-c0_g1_i1	macro	0.0000	0.0237	0.0010
TR19348-c0_g2_i2	macro	0.0015	0.0168	0.0913
TR19364-c0_g1_i1	macro	0.0000	0.0118	0.0010
TR19367-c1_g3_i1	macro	0.0000	0.0146	0.0010
TR19369-c0_g1_i1	macro	0.0056	0.0521	0.1072
TR19374-c0_g1_i2	macro	0.0053	0.0001	99.0000
TR19447-c0_g5_i2	macro	0.0052	0.0058	0.9060
TR1945-c1_g2_i2	macro	0.0304	0.0472	0.6434
TR19473-c0_g2_i1	macro	0.0000	0.0000	0.0010
TR19476-c1_g13_i1	macro	0.0166	0.0550	0.3015
TR19487-c4_g1_i1	macro	0.0000	0.0388	0.0010
TR19491-c0_g8_i1	macro	0.0000	0.0000	99.0000
TR19514-c0_g6_i3	macro	0.0280	6.4813	0.0043
TR19519-c0_g3_i1	macro	0.0050	0.0776	0.0644
TR19519-c0_g5_i1	macro	0.0000	0.0380	0.0010
TR19519-c0_g7_i1	macro	0.0033	0.0398	0.0834
TR19546-c6_g2_i1	macro	0.0001	0.0534	0.0010
TR19548-c0_g1_i1	macro	0.0027	0.0206	0.1329
TR19558-c0_g1_i1	macro	0.0036	0.0414	0.0866
TR1955-c0_g1_i1	macro	0.0049	0.0525	0.0937
TR19569-c0_g9_i2	macro	0.0000	0.0281	0.0010
TR19578-c1_g3_i1	macro	0.0036	1.6671	0.0022
TR19581-c1_g4_i2	macro	0.0000	0.0000	0.2947
TR19583-c1_g1_i1	macro	0.0000	0.0000	0.0241
TR19591-c0_g1_i1	macro	0.0202	0.0002	99.0000
TR19595-c1_g2_i1	macro	0.0000	0.0434	0.0010
TR19599-c0_g3_i1	macro	0.0115	0.0959	0.1201
TR19616-c0_g1_i1	macro	0.0607	0.1727	0.3515
TR19619-c0_g6_i1	macro	0.0031	0.0051	0.6191
TR19619-c1_g1_i1	macro	0.0056	0.0187	0.2984
TR1961-c0_g4_i1	macro	0.0000	0.0210	0.0010
TR1962-c0_g1_i1	macro	0.0000	0.0000	0.6087
TR19656-c0_g2_i2	macro	0.0002	0.2255	0.0010
TR19659-c1_g7_i2	macro	0.0163	0.0088	1.8422
TR19683-c0_g7_i1	macro	0.0000	0.0119	0.0010
TR19715-c0_g3_i1	macro	0.0095	0.0311	0.3062
TR19763-c0_g1_i1	macro	0.0000	0.0364	0.0010
TR19770-c2_g6_i1	macro	0.0000	0.0000	0.0010
TR19776-c0_g5_i1	macro	0.0000	0.0445	0.0010
TR19779-c0_g1_i1	macro	0.0000	0.0000	99.0000
TR19784-c1_g1_i2	macro	0.0001	0.0537	0.0010
TR19807-c0_g1_i1	macro	0.0000	0.0065	0.0010
TR19814-c0_g2_i1	macro	0.0025	0.0177	0.1403
TR19814-c0_g2_i2	macro	0.0000	0.0254	0.0010
TR19827-c0_g1_i1	macro	0.0069	0.0244	0.2822
TR19830-c0_g2_i2	macro	0.0000	0.0147	0.0010
TR19839-c1_g4_i2	macro	0.0211	0.0779	0.2701
TR19840-c0_g1_i1	macro	0.0585	1.8481	0.0317
TR19858-c0_g1_i1	macro	0.0000	0.0244	0.0010
TR1991-c0_g1_i1	macro	0.0000	0.0176	0.0010
TR19921-c0_g1_i1	macro	0.0000	0.0124	0.0010
TR19948-c0_g7_i1	macro	0.0596	0.0767	0.7768
TR19959-c0_g1_i1	macro	0.0000	0.0226	0.0010
TR19992-c0_g2_i4	macro	0.0000	0.0000	2.0142
TR19995-c0_g1_i1	macro	0.0149	0.1166	0.1279
TR19996-c0_g1_i3	macro	0.0001	0.0800	0.0010
TR20001-c0_g1_i2	macro	0.0000	0.0147	0.0010
TR20039-c0_g1_i1	macro	0.0000	0.0071	0.0010
TR20042-c0_g1_i2	macro	0.0116	0.0203	0.5709
TR20052-c0_g1_i1	macro	0.0029	0.0411	0.0694
TR20072-c0_g2_i1	macro	0.0000	0.0379	0.0010
TR20088-c0_g1_i1	macro	0.0127	0.0520	0.2447
TR20089-c3_g2_i2	macro	0.0002	0.2124	0.0010
TR20093-c3_g1_i1	macro	0.0069	0.0269	0.2568
TR20107-c0_g8_i1	macro	0.0000	0.0403	0.0010
TR20108-c1_g4_i1	macro	0.0000	0.0047	0.0010
TR20124-c0_g1_i1	macro	0.0001	0.1408	0.0010
TR20125-c0_g10_i1	macro	0.0000	0.0131	0.0010
TR20125-c0_g3_i1	macro	0.0037	0.0346	0.1083
TR20140-c0_g1_i1	macro	0.0000	0.0077	0.0010
TR20147-c0_g1_i1	macro	0.0000	0.0120	0.0010
TR20149-c0_g3_i2	macro	0.0053	0.0339	0.1578
TR20151-c0_g1_i2	macro	0.0053	0.0049	1.0811
TR20178-c1_g3_i1	macro	0.0000	0.0409	0.0010
TR20185-c0_g1_i1	macro	0.0000	0.0400	0.0010
TR20194-c0_g3_i1	macro	0.0001	0.0652	0.0010
TR20221-c0_g1_i1	macro	0.0000	0.0000	1.9992
TR20227-c0_g1_i1	macro	0.0000	0.0115	0.0010
TR20262-c0_g1_i2	macro	0.0000	0.0000	0.0010
TR20308-c0_g1_i1	macro	0.0000	0.0321	0.0010
TR20338-c1_g3_i2	macro	0.0000	0.0217	0.0010
TR20344-c0_g1_i1	macro	0.0673	2.3544	0.0286
TR20354-c0_g1_i2	macro	0.0000	0.0357	0.0010
TR20364-c0_g1_i1	macro	0.0000	0.0115	0.0010
TR20396-c0_g12_i1	macro	0.0047	0.0095	0.5012
TR20445-c0_g11_i1	macro	0.0000	0.0161	0.0010
TR20445-c0_g6_i1	macro	0.0000	0.0264	0.0010
TR20467-c0_g1_i1	macro	0.0000	0.0109	0.0010
TR20472-c1_g2_i1	macro	0.0000	0.0202	0.0010
TR20474-c0_g4_i2	macro	0.0451	2.2585	0.0200
TR20515-c0_g4_i1	macro	0.0100	0.0184	0.5401
TR20518-c0_g2_i1	macro	0.0000	0.0232	0.0010
TR20547-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR20547-c1_g1_i1	macro	0.0000	0.0234	0.0010
TR20585-c0_g1_i1	macro	0.0000	0.0250	0.0010
TR20605-c1_g11_i1	macro	0.0000	0.0000	99.0000
TR20605-c1_g8_i1	macro	0.0062	0.0413	0.1494
TR20618-c0_g1_i2	macro	0.0000	0.0000	0.0010
TR20631-c0_g6_i1	macro	0.0000	0.0281	0.0010
TR20638-c0_g1_i1	macro	0.0081	0.1198	0.0674
TR20655-c0_g2_i1	macro	0.0062	0.0335	0.1835
TR20655-c1_g1_i2	macro	0.0105	0.0487	0.2162
TR20658-c0_g1_i1	macro	0.0256	0.0616	0.4163
TR20681-c1_g1_i1	macro	0.0000	0.0000	0.2390
TR20682-c0_g2_i2	macro	0.0000	0.0000	0.0010
TR20703-c2_g1_i1	macro	0.0169	0.0579	0.2925
TR20747-c0_g6_i1	macro	0.0000	0.0209	0.0010
TR20748-c1_g7_i1	macro	0.0042	0.0307	0.1366
TR20838-c0_g1_i1	macro	0.0000	0.0228	0.0010
TR20862-c0_g1_i2	macro	0.0000	0.0118	0.0010
TR20867-c0_g1_i1	macro	0.0000	0.0356	0.0010
TR20870-c0_g3_i3	macro	0.0177	0.0207	0.8568
TR2087-c1_g1_i1	macro	0.0001	0.0949	0.0010
TR20888-c0_g3_i2	macro	0.0000	0.0339	0.0010
TR20889-c0_g1_i2	macro	0.0000	0.0000	0.1540
TR20934-c4_g1_i2	macro	0.0000	0.0124	0.0010
TR20939-c3_g2_i2	macro	0.0000	0.0067	0.0010
TR20969-c0_g1_i1	macro	0.0000	0.0000	2.0011
TR20970-c1_g6_i1	macro	0.0000	0.0000	0.0010
TR20974-c0_g1_i1	macro	0.0001	0.0703	0.0010
TR21002-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR21016-c5_g4_i4	macro	0.0001	0.0513	0.0010
TR21044-c0_g1_i1	macro	0.0001	0.0569	0.0010
TR21047-c0_g1_i1	macro	0.0001	0.0604	0.0010
TR21048-c0_g1_i1	macro	0.0000	0.0000	99.0000
TR21070-c0_g6_i1	macro	0.0000	0.0000	0.0010
TR21086-c0_g3_i4	macro	0.0000	0.0000	99.0000
TR21086-c0_g5_i1	macro	0.0000	0.0115	0.0010
TR21094-c0_g3_i4	macro	0.0015	0.0203	0.0719
TR21105-c0_g1_i1	macro	0.0000	0.0202	0.0010
TR21122-c1_g1_i1	macro	0.0041	0.0517	0.0784
TR21135-c0_g1_i1	macro	0.0030	0.0326	0.0925
TR21140-c1_g1_i1	macro	0.0000	0.0256	0.0010
TR21147-c0_g1_i1	macro	0.0000	0.0000	0.0010
TR21163-c0_g1_i2	macro	0.0362	0.0981	0.3690
TR21191-c0_g1_i1	macro	0.0079	0.0419	0.1893
TR21227-c0_g3_i2	macro	0.0000	0.0065	0.0010
TR21230-c0_g1_i1	macro	0.0001	0.0756	0.0010
TR21235-c5_g1_i1	macro	0.0000	0.0412	0.0010
TR21243-c0_g1_i1	macro	0.0248	0.1004	0.2473
TR21259-c1_g12_i1	macro	0.0000	0.0467	0.0010
TR21280-c0_g2_i1	macro	0.0030	0.0268	0.1105
TR21386-c0_g1_i1	macro	0.0000	0.0452	0.0010
TR21389-c0_g1_i1	macro	0.0028	0.0079	0.3572
TR21389-c0_g2_i1	macro	0.0762	0.2063	0.3695
TR21398-c0_g2_i1	macro	0.0000	0.0073	0.0010
TR21402-c5_g2_i2	macro	0.0066	0.1267	0.0523
TR21406-c0_g2_i1	macro	0.0056	0.0237	0.2345
TR21421-c1_g1_i1	macro	0.0000	0.0255	0.0010
TR21435-c0_g2_i1	macro	0.0001	0.0552	0.0010
TR21440-c0_g1_i1	macro	0.0000	0.0255	0.0010
TR21444-c0_g1_i1	macro	0.0039	0.0066	0.5853
TR21464-c0_g1_i1	macro	0.0000	0.0000	1.9396
TR21474-c0_g1_i1	macro	0.0000	0.0451	0.0010
TR2147-c0_g1_i1	macro	0.0000	0.0000	2.0001
TR21485-c1_g2_i1	macro	0.0088	0.0425	0.2072
TR21485-c1_g6_i4	macro	0.0000	0.0251	0.0010
TR2148-c0_g2_i1	macro	0.0001	0.0799	0.0010
TR21499-c0_g1_i1	macro	0.0000	0.0095	0.0010
TR21515-c0_g3_i1	macro	0.0092	0.0150	0.6157
TR2151-c0_g1_i1	macro	0.0000	0.0115	0.0010
TR21529-c0_g10_i2	macro	0.0043	0.0202	0.2129
TR21529-c0_g6_i1	macro	0.0041	0.0342	0.1189
TR21563-c0_g6_i1	macro	0.0000	0.0380	0.0010
TR21567-c0_g1_i1	macro	0.0001	0.0509	0.0010
TR2157-c10_g1_i1	macro	0.0122	0.0174	0.7036
TR2157-c11_g3_i3	macro	0.0001	0.0540	0.0010
TR2157-c13_g5_i2	macro	0.0041	0.0343	0.1202
TR2157-c14_g1_i1	macro	0.0000	0.0000	2.0002
