contig	species	dN	dS	dNdS
TR19691-c0_g1_i1	carb	0.0000	0.0157	0.0010
TR47140-c11_g1_i1	carb	0.0000	0.0128	0.0010
TR16695-c0_g1_i1	carb	0.0204	0.0224	0.9107
TR47608-c1_g1_i1	carb	0.0000	0.0173	0.0010
TR46713-c0_g1_i1	carb	0.0000	0.0000	0.3066
TR19581-c0_g1_i1	carb	0.0001	0.0536	0.0010
TR12775-c0_g1_i1	carb	0.0000	0.0000	53.2254
TR8469-c1_g1_i1	carb	0.0000	0.0203	0.0010
TR8837-c0_g2_i1	carb	0.0000	0.0000	99.0000
TR43763-c0_g2_i1	carb	0.0000	0.0129	0.0010
TR34390-c0_g3_i1	carb	0.1861	3.6048	0.0516
TR9252-c0_g2_i1	carb	0.0000	0.0088	0.0010
TR22307-c0_g1_i1	carb	0.0000	0.0241	0.0010
TR29329-c0_g4_i2	carb	0.1048	0.1649	0.6355
TR29329-c0_g2_i1	carb	0.0274	0.0731	0.3745
TR15004-c0_g1_i1	carb	0.0256	0.0003	99.0000
TR45366-c0_g5_i3	carb	0.0025	0.0441	0.0563
TR26867-c0_g2_i1	carb	0.0001	0.0817	0.0010
TR8989-c0_g1_i1	carb	0.0080	0.0001	99.0000
TR33824-c2_g2_i1	carb	0.0576	0.0252	2.2849
TR33824-c2_g1_i2	carb	0.0000	0.0189	0.0010
TR28108-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR44208-c0_g1_i1	carb	0.0132	0.0292	0.4538
TR40451-c13_g2_i1	carb	0.0000	0.0000	0.4020
TR28011-c1_g2_i2	carb	0.0000	0.0070	0.0010
TR14831-c0_g1_i1	carb	0.0000	0.0078	0.0010
TR10230-c2_g1_i1	carb	0.0001	0.0510	0.0010
TR10230-c1_g1_i1	carb	0.0038	0.0000	99.0000
TR18589-c0_g2_i2	carb	0.0000	0.0000	0.4019
TR12480-c0_g1_i1	carb	0.0008	0.0195	0.0398
TR5839-c1_g1_i1	carb	0.0001	0.0529	0.0010
TR12660-c0_g1_i1	carb	0.0001	0.0864	0.0010
TR22985-c0_g1_i1	carb	0.0000	0.0403	0.0010
TR47715-c0_g1_i1	carb	0.0000	0.0000	0.5144
TR47715-c0_g4_i1	carb	0.0000	0.0461	0.0010
TR20214-c0_g1_i2	carb	0.0000	0.0086	0.0010
TR36642-c1_g1_i1	carb	0.0000	0.0175	0.0010
TR49587-c1_g1_i1	carb	0.0000	0.0000	0.4018
TR49587-c0_g3_i1	carb	0.0000	0.0000	0.4018
TR36894-c0_g2_i1	carb	0.0000	0.0000	0.4017
TR25359-c0_g1_i1	carb	0.0000	0.0000	0.8297
TR39150-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR50036-c0_g2_i2	carb	0.0001	0.1313	0.0010
TR9088-c0_g1_i1	carb	0.0190	0.1357	0.1398
TR36675-c0_g2_i1	carb	0.0000	0.0411	0.0010
TR50351-c0_g2_i4	carb	0.0000	0.0327	0.0010
TR33876-c1_g1_i2	carb	0.0032	0.0379	0.0846
TR1486-c0_g1_i1	carb	0.0141	0.0855	0.1646
TR12937-c0_g1_i1	carb	0.0062	0.0001	99.0000
TR12845-c1_g1_i1	carb	0.0074	0.0275	0.2686
TR6916-c0_g3_i1	carb	0.0001	0.0603	0.0010
TR36680-c0_g5_i1	carb	0.0000	0.0212	0.0010
TR26250-c0_g2_i1	carb	0.0026	0.0059	0.4428
TR38809-c0_g5_i1	carb	0.0000	0.0214	0.0010
TR33516-c0_g3_i1	carb	0.0000	0.0089	0.0010
TR36327-c0_g1_i1	carb	0.0047	0.1171	0.0403
TR421-c0_g1_i1	carb	0.0000	0.0000	0.4014
TR39823-c0_g2_i1	carb	0.0014	0.0275	0.0524
TR43158-c0_g1_i1	carb	0.0000	0.0000	0.4018
TR43266-c1_g1_i1	carb	0.0050	0.0204	0.2465
TR1843-c1_g1_i1	carb	0.0011	0.0221	0.0490
TR49104-c0_g1_i1	carb	0.0001	0.0620	0.0010
TR24792-c2_g1_i1	carb	0.0001	0.0655	0.0010
TR22932-c2_g3_i1	carb	0.0023	0.0352	0.0640
TR22932-c1_g1_i2	carb	0.0068	0.0052	1.2902
TR22932-c2_g1_i3	carb	0.0050	0.0440	0.1141
TR42238-c0_g1_i1	carb	0.0000	0.0073	0.0010
TR34868-c0_g2_i1	carb	0.0000	0.0000	0.4030
TR11040-c11_g3_i9	carb	0.0000	0.0151	0.0010
TR2532-c0_g1_i3	carb	0.0000	0.0000	0.0010
TR45334-c1_g4_i1	carb	0.0001	0.0534	0.0010
TR47728-c0_g1_i1	carb	0.0000	0.0179	0.0010
TR20468-c0_g1_i2	carb	0.0201	4.8157	0.0042
TR24761-c0_g1_i1	carb	0.0058	0.0411	0.1411
TR15021-c0_g1_i1	carb	0.0000	0.0425	0.0010
TR4918-c1_g3_i1	carb	0.0000	0.0164	0.0010
TR21522-c0_g1_i1	carb	0.0156	0.1151	0.1358
TR290-c0_g1_i3	carb	0.0097	0.0397	0.2452
TR49248-c0_g1_i1	carb	0.0000	0.0000	0.1978
TR9930-c0_g2_i1	carb	0.0066	0.0509	0.1288
TR8964-c0_g1_i1	carb	0.0001	0.0887	0.0010
TR26313-c0_g1_i1	carb	0.0000	0.0000	0.4019
TR29075-c0_g1_i1	carb	0.0091	0.0382	0.2377
TR22278-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR48156-c0_g7_i2	carb	0.0078	0.0392	0.1985
TR16466-c2_g2_i1	carb	0.0000	0.0101	0.0010
TR43571-c1_g3_i1	carb	0.0000	0.0089	0.0010
TR43571-c1_g5_i1	carb	0.0000	0.0102	0.0010
TR29180-c0_g1_i1	carb	0.0000	0.0000	0.2871
TR37526-c0_g2_i1	carb	0.0000	0.0105	0.0010
TR37526-c0_g1_i1	carb	0.0000	0.0284	0.0010
TR12889-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR887-c0_g7_i1	carb	0.0000	0.0185	0.0010
TR50238-c0_g1_i2	carb	0.0033	0.0104	0.3144
TR48069-c0_g2_i2	carb	0.0000	0.0000	0.0010
TR38415-c0_g5_i2	carb	0.0000	0.0076	0.0010
TR17050-c0_g2_i1	carb	0.0000	0.0120	0.0010
TR30854-c1_g2_i1	carb	0.1038	0.2710	0.3829
TR23770-c0_g2_i2	carb	0.0000	0.0000	0.4030
TR20492-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR3788-c0_g1_i1	carb	0.0033	0.0000	99.0000
TR36720-c1_g1_i1	carb	0.0001	0.0649	0.0010
TR19054-c1_g2_i1	carb	0.0352	0.1345	0.2614
TR27922-c1_g1_i1	carb	0.0000	0.0000	0.0010
TR16584-c0_g3_i1	carb	0.0147	0.0851	0.1731
TR16584-c0_g1_i1	carb	0.0087	0.0204	0.4245
TR38529-c5_g3_i1	carb	0.0059	0.0319	0.1855
TR27113-c0_g3_i3	carb	0.0000	0.0000	0.4559
TR27113-c0_g2_i1	carb	0.0112	0.0329	0.3397
TR19602-c0_g1_i1	carb	0.0000	0.0207	0.0010
TR10186-c0_g1_i1	carb	0.0435	1.4174	0.0307
TR31362-c0_g1_i2	carb	0.0000	0.0163	0.0010
TR4226-c0_g1_i1	carb	0.0000	0.0429	0.0010
TR9696-c0_g1_i2	carb	0.0000	0.0340	0.0010
TR44074-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR39298-c0_g1_i1	carb	0.0000	0.0472	0.0010
TR6089-c0_g2_i1	carb	0.0017	0.0166	0.1032
TR38888-c0_g1_i1	carb	0.0000	0.0255	0.0010
TR47962-c0_g3_i1	carb	0.0000	0.0083	0.0010
TR40483-c0_g5_i1	carb	0.0000	0.0266	0.0010
TR18643-c0_g1_i1	carb	0.0038	0.0195	0.1946
TR38610-c0_g3_i1	carb	0.0000	0.0257	0.0010
TR31278-c0_g1_i1	carb	0.0091	0.0001	99.0000
TR40374-c2_g1_i1	carb	0.0058	0.0654	0.0892
TR44081-c0_g1_i1	carb	0.0000	0.0092	0.0010
TR43236-c0_g2_i1	carb	0.0000	0.0233	0.0010
TR21231-c0_g1_i1	carb	0.0348	0.2446	0.1422
TR7440-c0_g4_i1	carb	0.0001	0.0562	0.0010
TR46059-c0_g1_i1	carb	0.0048	0.0000	99.0000
TR40026-c0_g2_i2	carb	0.0000	0.0280	0.0010
TR36164-c2_g1_i1	carb	0.0031	0.0296	0.1064
TR4556-c0_g1_i1	carb	0.0178	0.0273	0.6508
TR12255-c0_g1_i1	carb	0.0000	0.0000	0.8344
TR16861-c0_g3_i1	carb	0.0036	0.0000	99.0000
TR20575-c0_g2_i2	carb	0.0000	0.0057	0.0010
TR42003-c1_g1_i1	carb	0.0067	0.0599	0.1119
TR42079-c0_g1_i2	carb	0.0000	0.0102	0.0010
TR39794-c1_g5_i1	carb	0.0132	0.0170	0.7743
TR18761-c0_g5_i1	carb	0.0000	0.0000	0.4019
TR51379-c1_g4_i1	carb	0.0000	0.0456	0.0010
TR44369-c0_g1_i1	carb	0.0088	0.0123	0.7127
TR22634-c0_g1_i3	carb	0.0000	0.0099	0.0010
TR47382-c0_g2_i1	carb	0.1002	0.0760	1.3176
TR5702-c0_g5_i1	carb	0.0000	0.0108	0.0010
TR5702-c0_g1_i2	carb	0.0000	0.0153	0.0010
TR5702-c0_g2_i1	carb	0.0000	0.0000	99.0000
TR37773-c3_g1_i1	carb	0.0000	0.0139	0.0010
TR3595-c1_g1_i1	carb	0.1028	0.1385	0.7418
TR20787-c0_g3_i1	carb	0.0000	0.0336	0.0010
TR27967-c0_g6_i1	carb	0.0000	0.0161	0.0010
TR27967-c0_g4_i1	carb	0.0048	0.0141	0.3391
TR27450-c0_g1_i1	carb	0.0000	0.0085	0.0010
TR8375-c0_g1_i1	carb	0.0018	0.0249	0.0704
TR49099-c0_g3_i1	carb	0.0000	0.0139	0.0010
TR18918-c0_g1_i2	carb	0.1065	2.5939	0.0410
TR46458-c0_g1_i1	carb	0.0000	0.0000	0.3519
TR3799-c0_g1_i1	carb	0.0000	0.0265	0.0010
TR38637-c0_g1_i2	carb	0.0000	0.0146	0.0010
TR34108-c1_g1_i1	carb	0.0000	0.0139	0.0010
TR41666-c0_g1_i1	carb	0.0000	0.0135	0.0010
TR13995-c0_g2_i1	carb	0.0000	0.0189	0.0010
TR41857-c0_g2_i2	carb	0.0143	0.0261	0.5481
TR11484-c0_g3_i1	carb	0.0000	0.0395	0.0010
TR44420-c0_g1_i1	carb	0.0115	0.0001	99.0000
TR26735-c0_g1_i1	carb	0.0000	0.0199	0.0010
TR48854-c0_g1_i1	carb	0.0000	0.0348	0.0010
TR18444-c0_g1_i1	carb	0.0514	0.0347	1.4809
TR6645-c0_g1_i1	carb	0.0104	0.0252	0.4112
TR36173-c0_g1_i1	carb	0.0000	0.0000	0.3992
TR160-c0_g2_i1	carb	0.0157	0.0002	99.0000
TR3595-c0_g1_i1	carb	0.0000	0.0301	0.0010
TR31010-c0_g5_i2	carb	0.0000	0.0000	0.0010
TR16537-c0_g2_i1	carb	0.0001	0.0609	0.0010
TR45069-c0_g7_i1	carb	0.0076	0.0639	0.1191
TR49668-c0_g5_i1	carb	0.0001	0.0847	0.0010
TR26371-c0_g4_i1	carb	0.0283	0.0722	0.3924
TR46559-c1_g1_i3	carb	0.0000	0.0073	0.0010
TR26878-c1_g1_i1	carb	0.0000	0.0066	0.0010
TR1378-c1_g1_i1	carb	0.0000	0.0000	99.0000
TR1378-c1_g2_i1	carb	0.0054	0.0094	0.5750
TR29918-c0_g1_i1	carb	0.0000	0.0097	0.0010
TR38-c0_g2_i1	carb	0.0333	0.1522	0.2188
TR23461-c0_g2_i1	carb	0.0000	0.0000	0.3909
TR38389-c5_g1_i2	carb	0.0141	0.0773	0.1822
TR9934-c0_g2_i2	carb	0.0135	0.0209	0.6460
TR34293-c6_g6_i2	carb	0.0125	0.0001	99.0000
TR5029-c0_g1_i1	carb	0.0000	0.0000	0.4019
TR375-c2_g3_i1	carb	0.0040	0.0000	99.0000
TR4528-c1_g4_i1	carb	0.0001	0.0571	0.0010
TR49967-c0_g1_i1	carb	0.0000	0.0105	0.0010
TR43053-c0_g2_i2	carb	0.0111	0.0264	0.4198
TR41435-c0_g2_i1	carb	0.0092	0.0241	0.3824
TR45195-c0_g4_i4	carb	0.0034	0.0117	0.2878
TR45195-c0_g2_i1	carb	0.0001	0.0583	0.0010
TR15029-c0_g1_i1	carb	0.0000	0.0123	0.0010
TR28820-c0_g4_i1	carb	0.0000	0.0447	0.0010
TR30195-c0_g2_i1	carb	0.0000	0.0000	0.4019
TR34520-c0_g1_i1	carb	0.0001	0.0760	0.0010
TR12721-c0_g3_i1	carb	0.0393	0.1003	0.3918
TR11329-c4_g1_i3	carb	0.0000	0.0463	0.0010
TR3201-c1_g5_i1	carb	0.0000	0.0000	0.4019
TR28790-c0_g1_i1	carb	0.0000	0.0352	0.0010
TR49763-c2_g2_i1	carb	0.0019	0.0235	0.0794
TR3393-c0_g1_i1	carb	0.0060	0.0210	0.2882
TR10201-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR36413-c0_g1_i1	carb	0.0000	0.0000	99.0000
TR40243-c0_g1_i1	carb	0.0629	0.0499	1.2601
TR38882-c0_g1_i1	carb	0.0000	0.0138	0.0010
TR3115-c0_g1_i2	carb	0.0001	0.0738	0.0010
TR46618-c0_g2_i1	carb	0.0000	0.0000	0.4019
TR37192-c0_g4_i1	carb	0.0000	0.0485	0.0010
TR41866-c1_g1_i1	carb	0.0001	0.0704	0.0010
TR50148-c0_g1_i1	carb	0.0110	0.0495	0.2214
TR28706-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR39583-c0_g1_i3	carb	0.0000	0.0105	0.0010
TR45312-c0_g2_i1	carb	0.0021	0.0294	0.0698
TR25928-c0_g2_i1	carb	0.0638	0.1863	0.3425
TR10997-c0_g1_i1	carb	0.0001	0.0829	0.0010
TR25615-c1_g2_i1	carb	0.0000	0.0000	0.1003
TR30951-c0_g2_i1	carb	0.0049	0.0000	99.0000
TR33023-c0_g1_i1	carb	0.0000	0.0109	0.0010
TR47642-c1_g5_i1	carb	0.0000	0.0150	0.0010
TR46860-c1_g1_i1	carb	0.0000	0.0176	0.0010
TR31393-c0_g2_i2	carb	0.0041	0.0000	99.0000
TR2750-c1_g3_i1	carb	0.0000	0.0207	0.0010
TR2750-c1_g3_i3	carb	0.0000	0.0000	25.8388
TR24678-c0_g3_i2	carb	0.0113	0.0486	0.2327
TR47140-c20_g1_i1	carb	0.0026	0.0314	0.0838
TR45132-c0_g1_i1	carb	0.0000	0.0293	0.0010
TR26939-c0_g2_i2	carb	0.0000	0.0000	99.0000
TR26939-c0_g7_i1	carb	0.0000	0.0000	0.3991
TR22439-c0_g2_i1	carb	0.0000	0.0374	0.0010
TR7286-c0_g3_i1	carb	0.0000	0.0242	0.0010
TR30763-c1_g1_i1	carb	0.0000	0.0247	0.0010
TR5823-c0_g3_i1	carb	0.0164	0.0002	99.0000
TR13254-c0_g1_i1	carb	0.0019	0.0000	99.0000
TR17066-c0_g1_i1	carb	0.0000	0.0240	0.0010
TR24740-c0_g1_i1	carb	0.0131	0.0345	0.3807
TR18461-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR1597-c0_g4_i3	carb	0.0000	0.0000	0.0010
TR40611-c0_g1_i1	carb	0.0000	0.0000	0.2906
TR46465-c0_g1_i1	carb	0.0000	0.0000	4.4592
TR43890-c0_g1_i1	carb	0.0074	0.1453	0.0509
TR43680-c0_g3_i1	carb	0.0000	0.0348	0.0010
TR24051-c0_g1_i2	carb	0.0175	0.1084	0.1616
TR42774-c0_g1_i1	carb	0.0357	0.0749	0.4773
TR7148-c0_g2_i1	carb	0.0000	0.0000	2.6865
TR30695-c2_g2_i1	carb	0.0089	0.0240	0.3702
TR34491-c0_g1_i1	carb	0.0000	0.0228	0.0010
TR44782-c1_g2_i2	carb	0.0000	0.0077	0.0010
TR27428-c0_g2_i1	carb	0.0372	2.8261	0.0132
TR34643-c0_g9_i1	carb	0.0119	0.0527	0.2255
TR34643-c0_g1_i1	carb	0.0000	0.0116	0.0010
TR1791-c0_g1_i1	carb	0.0000	0.0000	0.4019
TR3732-c0_g1_i1	carb	0.0041	0.0703	0.0584
TR44509-c1_g1_i1	carb	0.0000	0.0129	0.0010
TR11112-c1_g1_i1	carb	0.0000	0.0380	0.0010
TR34421-c2_g1_i1	carb	0.0017	0.0356	0.0483
TR33807-c0_g1_i1	carb	0.0000	0.0268	0.0010
TR7553-c0_g2_i1	carb	0.0050	0.0001	99.0000
TR17073-c0_g4_i1	carb	0.0000	0.0077	0.0010
TR2940-c0_g1_i1	carb	0.0199	0.0002	99.0000
TR50723-c0_g1_i1	carb	0.0273	0.0704	0.3885
TR49597-c0_g1_i3	carb	0.0001	0.0721	0.0010
TR42195-c0_g1_i1	carb	0.0000	0.0000	0.1680
TR5106-c1_g11_i1	carb	0.0000	0.0492	0.0010
TR50716-c0_g1_i1	carb	0.0047	0.0000	99.0000
TR20648-c0_g1_i1	carb	0.0034	0.0207	0.1638
TR6029-c0_g2_i1	carb	0.0000	0.0160	0.0010
TR1795-c0_g1_i1	carb	0.0028	0.0376	0.0731
TR40352-c0_g2_i2	carb	0.0000	0.0119	0.0010
TR27533-c0_g1_i3	carb	0.0038	0.0238	0.1596
TR28992-c0_g1_i1	carb	0.0000	0.0263	0.0010
TR5837-c0_g1_i1	carb	0.0026	0.0259	0.1010
TR3140-c0_g3_i3	carb	0.0052	0.0058	0.9060
TR24955-c0_g2_i1	carb	0.0228	0.0480	0.4745
TR4809-c0_g1_i1	carb	0.0000	0.0069	0.0010
TR4311-c0_g12_i1	carb	0.0089	0.0783	0.1135
TR33572-c0_g1_i1	carb	0.0000	0.0182	0.0010
TR38306-c0_g1_i1	carb	0.0000	0.0111	0.0010
TR48526-c0_g2_i2	carb	0.0044	0.0000	99.0000
TR14125-c0_g13_i1	carb	0.0001	0.0764	0.0010
TR14125-c0_g9_i1	carb	0.0000	0.0388	0.0010
TR14125-c0_g2_i1	carb	0.0000	0.0211	0.0010
TR22290-c0_g1_i2	carb	0.0000	0.0351	0.0010
TR16288-c0_g2_i1	carb	0.0000	0.0182	0.0010
TR663-c0_g1_i1	carb	0.0001	0.0870	0.0010
TR1767-c0_g1_i1	carb	0.0050	0.0162	0.3095
TR32963-c0_g1_i2	carb	0.0000	0.0110	0.0010
TR42054-c0_g2_i3	carb	0.0036	1.7430	0.0021
TR2759-c2_g1_i1	carb	0.0261	0.0570	0.4581
TR16814-c0_g1_i1	carb	0.0000	0.0000	0.1718
TR3950-c0_g1_i1	carb	0.0128	0.0001	99.0000
TR37141-c0_g3_i1	carb	0.0000	0.0148	0.0010
TR49351-c0_g1_i1	carb	0.0001	0.0960	0.0010
TR27231-c0_g1_i1	carb	0.0607	0.1727	0.3515
TR45145-c1_g6_i1	carb	0.0000	0.0276	0.0010
TR45145-c2_g1_i4	carb	0.0075	0.0096	0.7839
TR38356-c0_g3_i1	carb	0.0000	0.0169	0.0010
TR24844-c0_g2_i1	carb	0.0053	0.0001	99.0000
TR48790-c0_g1_i1	carb	0.0128	2.8590	0.0045
TR23169-c0_g2_i1	carb	0.0249	0.0086	2.8890
TR31794-c1_g1_i2	carb	0.0000	0.0119	0.0010
TR41032-c0_g5_i1	carb	0.0032	0.0130	0.2432
TR39927-c0_g1_i1	carb	0.0001	0.0655	0.0010
TR51120-c1_g3_i1	carb	0.0000	0.0000	0.4019
TR22735-c1_g3_i3	carb	0.0000	0.0151	0.0010
TR11257-c0_g1_i1	carb	0.0102	0.0001	99.0000
TR4082-c0_g2_i1	carb	0.0000	0.0094	0.0010
TR10927-c0_g1_i1	carb	0.0000	0.0410	0.0010
TR13566-c0_g1_i2	carb	0.0024	0.0303	0.0781
TR13566-c0_g1_i1	carb	0.0000	0.0206	0.0010
TR28707-c0_g1_i1	carb	0.0024	0.0211	0.1155
TR15264-c0_g1_i1	carb	0.0039	0.0074	0.5238
TR10731-c0_g1_i1	carb	0.0209	0.0556	0.3747
TR11720-c1_g1_i3	carb	0.0118	0.0248	0.4768
TR15146-c1_g2_i1	carb	0.0001	0.0751	0.0010
TR10771-c0_g1_i1	carb	0.0000	0.0268	0.0010
TR11113-c0_g1_i1	carb	0.0000	0.0247	0.0010
TR7662-c0_g1_i2	carb	0.0571	0.0604	0.9452
TR42641-c0_g2_i2	carb	0.0001	0.0900	0.0010
TR29026-c0_g4_i1	carb	0.0000	0.0000	1.7057
TR4053-c0_g1_i1	carb	0.0000	0.0396	0.0010
TR3379-c0_g2_i1	carb	0.0000	0.0000	2.2989
TR25089-c0_g1_i1	carb	0.0000	0.0298	0.0010
TR18794-c0_g2_i1	carb	0.0000	0.0287	0.0010
TR33502-c1_g2_i1	carb	0.0129	0.0380	0.3386
TR33524-c1_g1_i1	carb	0.0026	0.0530	0.0497
TR34408-c0_g1_i1	carb	0.0000	0.0187	0.0010
TR20888-c1_g1_i1	carb	0.0000	0.0158	0.0010
TR28624-c0_g2_i1	carb	0.0002	0.1734	0.0010
TR34618-c0_g1_i1	carb	0.0069	0.0134	0.5150
TR30478-c0_g1_i1	carb	0.0404	2.3319	0.0173
TR15113-c2_g3_i1	carb	0.0000	0.0023	0.0010
TR18936-c0_g1_i1	carb	0.0091	0.0415	0.2201
TR24266-c0_g3_i2	carb	0.0000	0.0208	0.0010
TR24266-c0_g6_i2	carb	0.0000	0.0281	0.0010
TR4476-c1_g1_i2	carb	0.0038	0.0093	0.4085
TR32436-c0_g1_i1	carb	0.0000	0.0111	0.0010
TR43432-c0_g2_i1	carb	0.0129	0.0780	0.1648
TR51375-c2_g1_i5	carb	0.0049	0.0058	0.8522
TR3738-c0_g3_i1	carb	0.0000	0.0139	0.0010
TR42383-c0_g1_i1	carb	0.0063	0.0401	0.1581
TR5556-c0_g3_i1	carb	0.0000	0.0444	0.0010
TR39867-c0_g1_i1	carb	0.0059	0.0001	99.0000
TR48946-c0_g1_i1	carb	0.0000	0.0343	0.0010
TR38777-c0_g1_i1	carb	0.0000	0.0358	0.0010
TR7394-c0_g1_i4	carb	0.0000	0.0321	0.0010
TR29709-c0_g1_i1	carb	0.0000	0.0000	0.7126
TR37400-c0_g4_i1	carb	0.0673	2.0860	0.0322
TR6683-c0_g1_i1	carb	0.0025	0.0446	0.0555
TR49633-c0_g1_i1	carb	0.0198	0.0482	0.4097
TR37636-c1_g6_i2	carb	0.0047	0.0095	0.4982
TR10653-c0_g1_i1	carb	0.0000	0.0328	0.0010
TR38159-c0_g1_i1	carb	0.0000	0.0264	0.0010
TR50137-c0_g1_i1	carb	0.0000	0.0226	0.0010
TR31655-c0_g1_i1	carb	0.0032	0.0357	0.0907
TR12762-c0_g1_i2	carb	0.0000	0.0328	0.0010
TR17741-c0_g2_i1	carb	0.0000	0.0183	0.0010
TR21913-c0_g1_i1	carb	0.0084	0.0648	0.1291
TR33338-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR51107-c0_g1_i1	carb	0.0000	0.0234	0.0010
TR9270-c0_g1_i1	carb	0.0000	0.0000	0.4018
TR47726-c0_g1_i1	carb	0.0000	0.0188	0.0010
TR47726-c1_g1_i1	carb	0.0000	0.0346	0.0010
TR46501-c0_g1_i2	carb	0.0000	0.0000	0.3994
TR37670-c0_g2_i2	carb	0.0000	0.0138	0.0010
TR45724-c0_g5_i1	carb	0.0001	0.0596	0.0010
TR46834-c0_g1_i3	carb	0.0098	0.0370	0.2642
TR46834-c0_g2_i1	carb	0.0000	0.0310	0.0010
TR37471-c0_g2_i1	carb	0.0256	0.0616	0.4163
TR26946-c0_g1_i1	carb	0.0000	0.0000	0.3723
TR18193-c0_g3_i1	carb	0.0000	0.0000	0.3022
TR27506-c0_g1_i1	carb	0.0000	0.0179	0.0010
TR16538-c0_g5_i5	carb	0.0001	0.0665	0.0010
TR21732-c0_g1_i1	carb	0.0001	0.0662	0.0010
TR47649-c0_g1_i1	carb	0.0000	0.0374	0.0010
TR7995-c0_g1_i2	carb	0.0045	0.0579	0.0783
TR41601-c0_g1_i1	carb	0.0001	0.0518	0.0010
TR36522-c0_g4_i2	carb	0.0000	0.0147	0.0010
TR31348-c0_g1_i1	carb	0.0001	0.0610	0.0010
TR3227-c0_g1_i1	carb	0.0028	0.0000	99.0000
TR26904-c0_g1_i1	carb	0.0028	0.0127	0.2242
TR22796-c0_g2_i1	carb	0.0000	0.0179	0.0010
TR41488-c0_g1_i1	carb	0.0000	0.0336	0.0010
TR15155-c0_g2_i1	carb	0.0067	0.0001	99.0000
TR7564-c1_g1_i1	carb	0.0000	0.0111	0.0010
TR34159-c0_g1_i1	carb	0.0001	0.0703	0.0010
TR38290-c0_g1_i1	carb	0.0000	0.0000	0.0762
TR21813-c0_g6_i8	carb	0.0001	0.0747	0.0010
TR45517-c0_g1_i1	carb	0.0029	0.0158	0.1806
TR19548-c0_g3_i1	carb	0.0001	0.0604	0.0010
TR3482-c0_g2_i1	carb	0.0965	4.4152	0.0219
TR24623-c0_g3_i1	carb	0.0083	0.0338	0.2464
TR34818-c0_g4_i1	carb	0.0000	0.0216	0.0010
TR34818-c0_g3_i1	carb	0.0159	0.0490	0.3249
TR48469-c0_g3_i1	carb	0.0031	0.0222	0.1381
TR12192-c1_g1_i1	carb	0.0035	0.0152	0.2276
TR44310-c0_g1_i1	carb	0.0000	0.0000	0.0010
TR20215-c0_g1_i1	carb	0.0000	0.0208	0.0010
TR48635-c0_g2_i1	carb	0.0048	0.0290	0.1654
TR23735-c0_g1_i1	carb	0.0000	0.0000	0.4018
TR13509-c0_g1_i1	carb	0.0208	0.1053	0.1973
TR12818-c1_g1_i2	carb	0.0240	0.0638	0.3769
TR47053-c0_g1_i1	carb	0.0073	0.0340	0.2156
TR14557-c0_g1_i1	carb	0.0001	0.0756	0.0010
TR42358-c0_g3_i1	carb	0.0000	0.0299	0.0010
TR7920-c0_g1_i1	carb	0.0098	0.0327	0.3006
TR26679-c1_g1_i1	carb	0.0109	0.0502	0.2166
TR35820-c0_g1_i1	carb	0.0029	0.0195	0.1483
TR38299-c0_g2_i1	carb	0.0011	0.0417	0.0259
TR27331-c0_g5_i2	carb	0.0000	0.0227	0.0010
TR27331-c0_g1_i2	carb	0.0756	0.2284	0.3310
TR17253-c1_g1_i1	carb	0.0000	0.0302	0.0010
TR40978-c0_g1_i1	carb	0.0001	0.1287	0.0010
TR42584-c0_g1_i1	carb	0.0055	0.0365	0.1518
TR14773-c0_g2_i1	carb	0.0000	0.0125	0.0010
TR17502-c0_g1_i1	carb	0.0000	0.0183	0.0010
TR8718-c0_g1_i1	carb	0.0000	0.0131	0.0010
TR39023-c0_g2_i1	carb	0.0110	0.0307	0.3584
TR23005-c0_g1_i1	carb	0.0082	0.0001	99.0000
TR37431-c0_g1_i1	carb	0.0000	0.0492	0.0010
TR31389-c0_g1_i1	carb	0.0063	0.0001	99.0000
TR23701-c1_g3_i2	carb	0.0000	0.0498	0.0010
TR23701-c1_g2_i1	carb	0.0000	0.0269	0.0010
TR26558-c0_g1_i1	carb	0.0001	0.1149	0.0010
TR10867-c0_g1_i6	carb	0.0000	0.0095	0.0010
TR37254-c0_g3_i1	carb	0.0093	0.0295	0.3151
TR36180-c0_g2_i1	carb	0.0000	0.0237	0.0010
TR33451-c0_g6_i1	carb	0.0000	0.0159	0.0010
TR43339-c0_g3_i1	carb	0.0042	0.0000	99.0000
TR42227-c0_g8_i1	carb	0.0000	0.0370	0.0010
TR21615-c0_g6_i1	carb	0.0000	0.0069	0.0010
TR32252-c0_g1_i1	carb	0.0184	0.0269	0.6868
TR18613-c0_g3_i1	carb	0.0000	0.0333	0.0010
TR14057-c2_g1_i1	carb	0.0023	0.0254	0.0912
TR50404-c1_g1_i1	carb	0.0000	0.0000	99.0000
